repair_batch,repair_batch_index,collector,sample_id,main_relative_path,primary_error,result,changed,unresolved_reason,before_event_start,before_event_end,after_event_start,after_event_end,selected_candidate_time,visual_contact_time,audio_visual_offset,before_duration,after_duration,recut_status,source_clip_start_before,source_clip_start_after,source_clip_end_after,before_trajectory,after_trajectory,trajectory_changed,qwen_proposed_trajectory,trajectory_change_suppressed,qwen_binding_status,qwen_confidence,qwen_model,contact_gate_status,contact_gate_decision,contact_gate_contact_visible,contact_gate_live_pitch_and_swing_visible,contact_gate_candidate_sound_is_bat_contact,contact_gate_replay_or_slow_motion,contact_gate_confidence,contact_gate_model,contact_gate_visual_evidence,contact_gate_audio_evidence,contact_gate_failure_reason,before_video_sha256,before_audio_sha256,after_video_sha256,after_audio_sha256,apply_mode
1,49,Codex_Workstation,F_0073,dataset/fly_ball/Codex_Workstation/F_0073,clip_too_short,recut_and_retime,yes,,1.030,1.130,1.015,1.115,1.065,1.065,0.000,7.014,13.085,recut_complete,0.000,0.000,13.085,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.6s-0.8s, the batter in the grey uniform swings the bat and makes contact with the incoming pitch. The ball is seen deflecting off the bat immediately after impact.","A distinct, sharp 'crack' sound of a bat hitting a baseball occurs at the moment of contact, consistent with the visual event.",,d12d6960823471623d967f1d67b81f1e303a1a97a3104689d1de4b0c222f2ee1,37ee82289cd84fe19f1c4edf55788a14110d8914d32a3f6ba6a6830435639ba3,d12d6960823471623d967f1d67b81f1e303a1a97a3104689d1de4b0c222f2ee1,37ee82289cd84fe19f1c4edf55788a14110d8914d32a3f6ba6a6830435639ba3,applied
1,50,Codex_Workstation,F_0075,dataset/fly_ball/Codex_Workstation/F_0075,contact_timestamp_wrong,unchanged_unresolved,no,contact_gate_reject,1.380,1.480,,,2.005,2.005,0.000,7.014,7.014,recut_complete,0.000,,,line_drive,,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_reject,reject,False,True,False,False,0.9,qwen3.5-omni-flash-2026-03-15,"The clip shows a wide shot of the field after contact has already occurred. The batter is not visible swinging; instead, an outfielder is seen running in the background tracking a ball that is already in flight. The scoreboard overlay indicates the pitch speed was 97 MPH and the batter (Muncy) had a 1-2 count prior to this moment.","The audio contains a male commentator saying 'Drilled out to right,' which describes the result of the play rather than the sound of the bat hitting the ball. There is no audible bat crack.","The visual excerpt captures the aftermath of the swing (ball in flight), not the swing itself. The candidate sound is commentary describing the event, not the sound of bat-ball contact.",5728d4a80cb50219f7658871083633c1b45af70cb59371218cbe3353a84045c0,f2fca9dd581c57a7b7ef763693af869b6aabffa9a61dba031940f020a962e6a0,,,applied
1,51,Codex_Workstation,F_0077,dataset/fly_ball/Codex_Workstation/F_0077,contact_timestamp_wrong,recut_and_retime,yes,,4.200,4.300,1.955,2.055,2.005,2.005,0.000,7.007,7.094,recut_partial_context,0.000,1.935,9.029,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.6s-0.8s, the batter is shown in a live pitch sequence swinging at the incoming baseball. The bat makes clear contact with the ball, which is visible moving away from the plate immediately after impact.","A sharp, distinct 'crack' sound consistent with a wooden bat striking a baseball occurs at the moment of contact.",,5d538f748495d062c415454d5d56a63b6383e6a1bec4ddcd38f073585ea486d0,c779d568862039f0fd2c54c83f51dbf16df962b51049a0022f45c9664744ff0b,5d538f748495d062c415454d5d56a63b6383e6a1bec4ddcd38f073585ea486d0,c779d568862039f0fd2c54c83f51dbf16df962b51049a0022f45c9664744ff0b,applied
1,52,Codex_Workstation,F_0081,dataset/fly_ball/Codex_Workstation/F_0081,contact_timestamp_wrong,unchanged_unresolved,no,contact_gate_reject,4.310,4.410,,,1.995,1.995,0.000,7.006,7.006,recut_complete,0.000,,,line_drive,,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_reject,reject,False,True,False,False,0.95,qwen3.5-omni-flash-2026-03-15,"The clip shows a pitcher throwing a pitch (a 'floater') and the batter swinging at it, but the clip cuts off before any contact is made between the bat and the ball. The ball is still in the air when the video ends.",A commentator says 'Little floater toward right.' There is no sound of a bat hitting a ball.,No visual or audio evidence of bat-ball contact exists within the provided clip duration.,61b31a5cafc0fc3ff44ec2c8b36f7737454e371718f017f65b58ea402c2fd9f9,ee9c25906d1138b8561f57302c6c51bd42f4112bacd8aec3d43821f7052558cc,,,applied
1,53,Codex_Workstation,F_0082,dataset/fly_ball/Codex_Workstation/F_0082,clip_too_short,recut_and_retime,yes,,4.020,4.120,2.445,2.545,2.495,2.500,0.005,7.006,13.934,recut_complete,0.000,2.085,16.019,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.7 seconds into the clip, the batter is seen making contact with the ball, initiating a swing that follows through immediately after contact.","A distinct bat-ball crack sound occurs at around 0.7 seconds, consistent with a live pitch being hit.",,530b78970cd1cf770cf3db9f6feeb2bf382f6556e3eec9780d8119928911c59a,42344a9bd0472befb10b8c9b32be0d0d0e0029cc1b37a624d7914299a96c1a9b,530b78970cd1cf770cf3db9f6feeb2bf382f6556e3eec9780d8119928911c59a,42344a9bd0472befb10b8c9b32be0d0d0e0029cc1b37a624d7914299a96c1a9b,applied
1,54,Codex_Workstation,F_0083,dataset/fly_ball/Codex_Workstation/F_0083,clip_too_short,unchanged_unresolved,no,contact_gate_reject,1.640,1.740,,,1.675,1.695,0.020,7.014,7.014,recut_complete,0.000,,,fly,,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_reject,reject,False,True,False,False,0.95,qwen3.5-omni-flash-2026-03-15,"The clip shows the pitcher releasing the ball and the batter swinging at approximately 0.8 seconds into the clip. However, the video cuts off before the bat makes contact with the ball; no impact is visible.","A commentator says 'One two' (count call), followed by crowd noise. There is no sound of a bat hitting a ball.","No visual contact between bat and ball occurs in the clip, and the audio does not contain a bat crack.",68194a01b832ddcb3066243ed890cbbfded42aeba77ed6176fe0f8bdf48156d4,080afdf451a8245165b4820aa2933d83d000ba0db8e0c98d096cb7eb921cc0ac,,,applied
1,55,Codex_Workstation,F_0085,dataset/fly_ball/Codex_Workstation/F_0085,clip_too_short,unchanged_unresolved,no,no_candidate_selected,3.070,3.170,,,,,,7.007,7.007,recut_partial_context,0.000,,,pop_fly,,no,uncertain,no,no_candidate_selected,0.0,qwen-omni-turbo-2025-03-26,,,,,,,,,,,,d0172927b97fe22aa9c27c8d34d75e4ced7f97686c651e0171ee1806a249005d,acf5eec506770cfb89d6519d30875eaee24075d547199fb6f81b6a17dcb30cec,,,applied
1,56,Codex_Workstation,F_0087,dataset/fly_ball/Codex_Workstation/F_0087,clip_too_short,unchanged_unresolved,no,contact_gate_reject,4.180,4.280,,,1.995,1.995,0.000,7.014,7.014,recut_complete,0.000,,,fly,,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_reject,reject,False,True,False,False,0.0,qwen3.5-omni-flash-2026-03-15,"The clip shows a pitcher throwing and a batter swinging at the ball, but the video cuts off before contact is made. The bat does not appear to hit the ball within the visible frames.","The audio contains commentary ('Everyday action, so JP') and crowd noise, but no distinct bat-ball crack sound.","No visual contact between bat and ball occurs in the clip, and the audio does not contain a bat-ball impact sound.",e594f59883fabb56681b31a96dc00f8d655c7f8a34fe822b24eea2e3059e9071,a032378f9b576b9765b2802580c0f006d9894e954c0313840a8ed523faf870ce,,,applied
1,57,Codex_Workstation,F_0088,dataset/fly_ball/Codex_Workstation/F_0088,semantic_or_schema_review,retime_or_metadata_only,yes,,1.480,1.620,1.495,1.595,1.545,1.550,0.005,7.014,7.014,not_required,0.000,,,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.6s-0.8s in the clip, the batter is seen swinging and making contact with the pitched ball, which appears to be hit towards the right side of the infield. The pitcher has just released the ball, and the batter follows through on the swing.","A distinct 'crack' sound consistent with a bat hitting a baseball occurs at approximately 0.7s, matching the timing of the visual contact.",,67bcc91472754696551a031cae61dc9b3ae9bf0b9144e0921b1b2797c0a51680,fc9dbfeb6c82549dcfc5cebe9992d8b934135d9d68bc6d2663a205257024f863,67bcc91472754696551a031cae61dc9b3ae9bf0b9144e0921b1b2797c0a51680,fc9dbfeb6c82549dcfc5cebe9992d8b934135d9d68bc6d2663a205257024f863,applied
1,58,Codex_Workstation,F_0090,dataset/fly_ball/Codex_Workstation/F_0090,clip_too_short,recut_and_retime,yes,,3.390,3.490,1.955,2.055,2.005,2.005,0.000,7.007,13.871,recut_complete,0.000,1.445,15.316,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.7 seconds into the clip, the batter is seen making contact with the ball as it arrives at the plate; the bat connects with the ball and continues its swing motion immediately after.","A sharp, distinct crack consistent with a baseball bat hitting a ball is audible at the moment of contact.",,89ca34884dc855abe9e7407364dee05dbc724d9cdf79d3c5d6bbbae563bb87a7,8b45d4934abf60ed72960ac2d631c8fbed770d858b66c998dad0f761c7785464,89ca34884dc855abe9e7407364dee05dbc724d9cdf79d3c5d6bbbae563bb87a7,8b45d4934abf60ed72960ac2d631c8fbed770d858b66c998dad0f761c7785464,applied
1,59,Codex_Workstation,F_0091,dataset/fly_ball/Codex_Workstation/F_0091,clip_too_short,recut_and_retime,yes,,2.160,2.260,1.955,2.055,2.005,2.005,0.000,7.014,14.000,recut_complete,0.000,0.215,14.215,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.7 seconds into the clip, the batter is seen in mid-swing making contact with the pitched ball. The bat connects with the ball, and the batter begins to follow through. The pitcher is visible on the mound having just released the ball.","A distinct 'crack' sound of a bat hitting a baseball is audible at the moment of impact, consistent with a live pitch being hit.",,1d99ab132f15f80c274d3f1d67ec567969909d940a450cd4a2f72264e7eee6a9,362f824a75e97bc64c61edc4fdd3330f93337a71ec985ba15803f329ee3a8b6a,1d99ab132f15f80c274d3f1d67ec567969909d940a450cd4a2f72264e7eee6a9,362f824a75e97bc64c61edc4fdd3330f93337a71ec985ba15803f329ee3a8b6a,applied
1,60,Codex_Workstation,F_0092,dataset/fly_ball/Codex_Workstation/F_0092,clip_too_short,recut_and_retime,yes,,1.705,1.805,1.695,1.795,1.745,1.765,0.020,7.014,13.765,recut_complete,0.000,0.000,13.765,pop_fly,pop_fly,no,pop_fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.7 seconds into the clip, the batter is seen making contact with the ball as it arrives at the plate; the bat swings through and follows through immediately after impact.","A sharp, distinct crack of a bat hitting a baseball is audible, consistent with live play timing.",,aac5965259a9bc092a6e6fb83e4d2120ec561960dc2fdfa657e54b257c735607,df96695589bb21b499ef27fbed26ab912b08ecf6724f437acad366ff2e4bb69f,aac5965259a9bc092a6e6fb83e4d2120ec561960dc2fdfa657e54b257c735607,df96695589bb21b499ef27fbed26ab912b08ecf6724f437acad366ff2e4bb69f,applied
1,61,Codex_Workstation,F_0094,dataset/fly_ball/Codex_Workstation/F_0094,clip_too_short,recut_and_retime,yes,,1.370,1.470,1.365,1.465,1.415,1.425,0.010,7.014,12.729,recut_complete,0.000,0.000,12.729,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.7s in the clip, the batter is seen making contact with the ball as it arrives at the plate; the bat is visibly connected to the ball, and the batter begins his follow-through motion immediately after.","A sharp, distinct crack of a baseball bat hitting a ball is audible at approximately 0.7s into the clip.",,24fc47351cca0a7a3e803f96b6bbce0314b4077c7527c1a0fef397347f24a98d,e112cd09a69012f308d64a7ca65d4f43ee14e7f2faa79c27a9e6e423d2b8682c,24fc47351cca0a7a3e803f96b6bbce0314b4077c7527c1a0fef397347f24a98d,e112cd09a69012f308d64a7ca65d4f43ee14e7f2faa79c27a9e6e423d2b8682c,applied
1,62,Codex_Workstation,F_0095,dataset/fly_ball/Codex_Workstation/F_0095,clip_too_short,recut_and_retime,yes,,3.390,3.490,1.945,2.045,1.995,1.995,0.000,7.006,11.406,recut_partial_context,0.000,1.455,12.861,pop_fly,pop_fly,no,pop_fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.7s, the batter in the grey uniform is seen making contact with the ball as it arrives at the plate; the bat is extended and the ball is visible just after impact.","A sharp, high-frequency crack consistent with a baseball bat striking a ball is audible at approximately 0.7s into the clip.",,f762f9d559ac3f2d1d40b25a93413305fb38d86ad9dd9df5829903d4956109f5,64a5ad6b92b2f0ad7f9e967d50cb74c9565bb9dbc86c30bf5ca0f7c063003eb1,f762f9d559ac3f2d1d40b25a93413305fb38d86ad9dd9df5829903d4956109f5,64a5ad6b92b2f0ad7f9e967d50cb74c9565bb9dbc86c30bf5ca0f7c063003eb1,applied
1,63,Codex_Workstation,F_0099,dataset/fly_ball/Codex_Workstation/F_0099,clip_too_short,recut_and_retime,yes,,3.226,3.326,1.945,2.045,1.995,1.995,0.000,7.006,14.000,recut_complete,0.000,1.265,15.265,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 00:00.7 in the clip, the batter (Busch) is seen making contact with the ball as it arrives at the plate; the bat connects squarely with the pitched ball, and the batter begins his swing follow-through immediately after impact.","A sharp, distinct 'crack' sound consistent with a baseball bat hitting a ball occurs at approximately 0.7 seconds into the clip, matching the timing of the visual contact.",,55d9655857a2f9ea2cea0bead7d6d7bfb67e1175e938e397089be66b14aca3e0,d6f6e004653da964de302b88a2f42175574c1604bcfdfdc5b1a121045cb9bd27,55d9655857a2f9ea2cea0bead7d6d7bfb67e1175e938e397089be66b14aca3e0,d6f6e004653da964de302b88a2f42175574c1604bcfdfdc5b1a121045cb9bd27,applied
1,64,Codex_Workstation,F_0100,dataset/fly_ball/Codex_Workstation/F_0100,contact_timestamp_wrong,recut_and_retime,yes,,2.950,3.050,1.955,2.055,2.005,2.005,0.000,7.007,14.000,recut_complete,0.000,1.345,15.345,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.6-0.8 seconds into the clip, the batter in the blue uniform swings the bat and makes contact with the incoming pitch. The bat connects squarely with the ball, which is seen moving away from the plate immediately after impact.","A sharp, distinct 'crack' sound consistent with a wooden bat hitting a baseball occurs at the moment of visual contact.",,c8e420401b782a509e50c29779485d7d4a883a23acfaa2bb126a4bcd89e33c5c,b64c5ea090759f610a2cfeb8f05672beb1f2b87e84d97a2a5a3395a4a56eb035,c8e420401b782a509e50c29779485d7d4a883a23acfaa2bb126a4bcd89e33c5c,b64c5ea090759f610a2cfeb8f05672beb1f2b87e84d97a2a5a3395a4a56eb035,applied
1,65,Codex_Workstation,F_0102,dataset/fly_ball/Codex_Workstation/F_0102,contact_timestamp_wrong,retime_or_metadata_only,yes,,2.560,2.660,2.675,2.775,2.725,2.725,0.000,7.014,7.014,not_required,0.000,,,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.7 seconds into the clip, a batter wearing a blue jersey and white pants is seen in the middle of a swing. The bat makes contact with the baseball, sending it flying towards the outfield. The camera angle captures the moment of impact clearly.","A sharp, distinct crack sound consistent with a bat hitting a baseball is heard at the same timestamp as the visual contact.",,5408c2e8d7d3f4b2f7b609c10f195b849e79755543930d249420c905df446f53,23be686950bd2d0b4998bb51f6189b3b4ed0a8c0bca52f2f36b89de7551c14d4,5408c2e8d7d3f4b2f7b609c10f195b849e79755543930d249420c905df446f53,23be686950bd2d0b4998bb51f6189b3b4ed0a8c0bca52f2f36b89de7551c14d4,applied
1,66,Codex_Workstation,F_0103,dataset/fly_ball/Codex_Workstation/F_0103,clip_too_short,recut_and_retime,yes,,1.410,1.510,1.405,1.505,1.455,1.475,0.020,7.014,13.475,recut_complete,0.000,0.000,13.475,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.0s the pitcher releases the ball. At approximately 0.65s-0.75s, the batter (wearing a grey uniform with blue helmet) swings and makes contact with the ball, which is visible leaving the bat.","A sharp, distinct crack of a bat hitting a baseball occurs at approximately 0.7 seconds into the clip.",,3893c1994b60ec838fa343afd686b31b3bc23c598b7ee55424bf6513825a6ee2,365aa9e5a1cf896ebe3eb5d999bd57283bb1ccd5efd81fdaba0d53b44e2c09de,3893c1994b60ec838fa343afd686b31b3bc23c598b7ee55424bf6513825a6ee2,365aa9e5a1cf896ebe3eb5d999bd57283bb1ccd5efd81fdaba0d53b44e2c09de,applied
1,67,Codex_Workstation,F_0105,dataset/fly_ball/Codex_Workstation/F_0105,semantic_or_schema_review,retime_or_metadata_only,yes,,0.830,0.930,0.835,0.935,0.885,0.880,0.005,7.014,7.014,not_required,0.000,,,line_drive,line_drive,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.7 seconds into the clip, the batter is seen making contact with the pitched ball. The bat connects squarely with the baseball, and the batter's swing continues immediately after impact. The scene shows a live play from a standard broadcast angle.","A sharp, distinct 'crack' sound characteristic of a wooden or metal bat striking a baseball is audible at the moment of contact.",,73bea7cff32fdd2a196d80448570b700aa1de6114dba738a4a9a56f55a29a622,e1e8aca5a6852c1698b7bc8810cb9a031f822484f2e68fc352970824fcdc9aa7,73bea7cff32fdd2a196d80448570b700aa1de6114dba738a4a9a56f55a29a622,e1e8aca5a6852c1698b7bc8810cb9a031f822484f2e68fc352970824fcdc9aa7,applied
1,68,Codex_Workstation,F_0106,dataset/fly_ball/Codex_Workstation/F_0106,clip_too_short,recut_and_retime,yes,,1.780,1.820,1.785,1.885,1.835,1.845,0.010,7.014,13.845,recut_complete,0.000,0.000,13.845,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.7s, the batter is seen making contact with the ball, which is visible as a blur moving away from the bat immediately after impact.","A sharp, distinct 'crack' sound consistent with a baseball bat hitting a ball occurs at approximately 0.7s.",,45800561a0d61524527f8c12c31b19bdc9b99c0ca1c24cdad18077da25b2cf9e,64b0a9ae11dad3ad57485c66bb0677c8cd34e5acfe2783d6e1a08035ca3582f1,45800561a0d61524527f8c12c31b19bdc9b99c0ca1c24cdad18077da25b2cf9e,64b0a9ae11dad3ad57485c66bb0677c8cd34e5acfe2783d6e1a08035ca3582f1,applied
1,69,Codex_Workstation,F_0107,dataset/fly_ball/Codex_Workstation/F_0107,contact_timestamp_wrong,unchanged_unresolved,no,contact_gate_reject,2.490,2.590,,,2.955,2.955,0.000,7.014,7.014,not_required,0.000,,,line_drive,,no,line_drive,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_reject,reject,False,True,False,False,0.9,qwen3.5-omni-flash-2026-03-15,The clip shows a pitcher throwing a pitch and the batter swinging. The video ends immediately after the swing begins; there is no visual evidence of the bat making contact with the ball within this excerpt.,The audio contains commentary ('...Don Slide initially then Jim...') but lacks any sound of a bat cracking against a ball.,No bat-ball contact is visible or audible in the clip.,e9aa526289aa4a9ac16133a2dcf7f665c8f393b51d2133515a95364f9cbb014c,68af841256496b5c77a3ca5b452565920a0637b4bc90d90bd8c9fcc26fbdca13,,,applied
1,70,Codex_Workstation,F_0108,dataset/fly_ball/Codex_Workstation/F_0108,clip_too_short,recut_and_retime,yes,,0.800,0.900,0.795,0.895,0.845,0.865,0.020,7.014,12.865,recut_partial_context,0.000,0.000,12.865,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 00:00.7, the batter in the white uniform is shown mid-swing, making contact with the incoming baseball. The bat connects with the ball, and the batter begins his follow-through.","A sharp, distinct 'crack' sound of a bat hitting a baseball occurs precisely at the moment of visual contact.",,27b197ffad35f80f1d8c10a239c10eeaf5ee79a91846ff4bbc4c2fdfc82adc6f,8a94e06f4630e7792bc87743ede3a9cb8c112b74848037c9ba85b4dc84d53da9,27b197ffad35f80f1d8c10a239c10eeaf5ee79a91846ff4bbc4c2fdfc82adc6f,8a94e06f4630e7792bc87743ede3a9cb8c112b74848037c9ba85b4dc84d53da9,applied
1,71,Codex_Workstation,F_0109,dataset/fly_ball/Codex_Workstation/F_0109,clip_too_short,recut_and_retime,yes,,5.060,5.160,1.965,2.065,2.015,2.015,0.000,7.006,12.322,recut_complete,0.000,3.095,15.417,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.7 seconds into the clip, the batter (Betts) is seen completing his swing and making contact with the baseball, which flies towards left field. The camera follows the ball's trajectory immediately after contact.","A sharp, distinct 'crack' sound consistent with a bat hitting a baseball occurs at approximately 0.7 seconds, coinciding with the visual contact.",,f81707f8d22bfc33f02c9591bb5ebb0e75064b73886b3b85c90ebb742e854c81,d9328d0fbb46269aac49073e2de9d487886a03eec63fddd9342c0968dcd27503,f81707f8d22bfc33f02c9591bb5ebb0e75064b73886b3b85c90ebb742e854c81,d9328d0fbb46269aac49073e2de9d487886a03eec63fddd9342c0968dcd27503,applied
1,72,Codex_Workstation,F_0110,dataset/fly_ball/Codex_Workstation/F_0110,clip_too_short,recut_and_retime,yes,,4.140,4.240,1.965,2.065,2.015,2.015,0.000,7.006,14.000,recut_complete,0.000,2.205,16.205,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 00:00.7, the batter is seen completing a swing and making contact with the ball, which is visible leaving the bat.",A distinct bat-ball crack sound occurs at approximately 0.7 seconds into the clip.,,a9a4d04a8643c48c9069f4d33013d8b237d18457ae16d1ac95745c20372c41bb,e527451dde454c18cfc0a8dc5c9da8a902cf07499cb08f43acc527b5b20bccb0,a9a4d04a8643c48c9069f4d33013d8b237d18457ae16d1ac95745c20372c41bb,e527451dde454c18cfc0a8dc5c9da8a902cf07499cb08f43acc527b5b20bccb0,applied
1,73,Codex_Workstation,F_0112,dataset/fly_ball/Codex_Workstation/F_0112,clip_too_short,recut_and_retime,yes,,1.320,1.420,1.315,1.415,1.365,1.375,0.010,7.014,13.375,recut_complete,0.000,0.000,13.375,pop_fly,pop_fly,no,pop_fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.7s into the clip, the batter (Ian Happ) makes contact with the pitch; the bat is seen making solid connection with the ball, followed by immediate follow-through.","A sharp, distinct 'crack' sound consistent with a baseball bat striking a pitched ball at approximately 0.7s.",,0f8ff662ca83ebbaf218004fdb59b025f750778fc931dafb81efac1ec1d2b585,0f503353e565cbcb4053c8632a5e8f43dbc0f29d623ad6bd7dea85727f3bc37f,0f8ff662ca83ebbaf218004fdb59b025f750778fc931dafb81efac1ec1d2b585,0f503353e565cbcb4053c8632a5e8f43dbc0f29d623ad6bd7dea85727f3bc37f,applied
1,74,Codex_Workstation,F_0114,dataset/fly_ball/Codex_Workstation/F_0114,contact_timestamp_wrong,recut_and_retime,yes,,2.180,2.220,1.855,1.955,1.905,1.950,0.045,7.014,13.925,recut_complete,0.000,0.000,13.925,fly,fly,no,fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At approximately 0.7 seconds into the clip, the batter (wearing a white uniform with red helmet) is shown in the middle of his swing, making clear contact with the ball. The bat is seen connecting with the baseball, and the player's body continues its follow-through motion immediately after impact.","A sharp, distinct 'crack' sound characteristic of a baseball bat striking a ball is audible at the same timestamp as the visual contact.",,b78d302262bf72578657cb18bf969b148f332b1a6aef9da06e561b6c10ea29c3,3c06dd4c00a33703fa2efc08e9b6fb7276e237856d7d694c328ee653036d16b1,b78d302262bf72578657cb18bf969b148f332b1a6aef9da06e561b6c10ea29c3,3c06dd4c00a33703fa2efc08e9b6fb7276e237856d7d694c328ee653036d16b1,applied
1,75,Codex_Workstation,F_0115,dataset/fly_ball/Codex_Workstation/F_0115,clip_too_short,unchanged_unresolved,no,no_candidate_selected,0.800,0.900,,,,,,7.014,7.014,recut_partial_context,0.000,,,pop_fly,,no,,no,no_candidate_selected,0.0,qwen-omni-turbo-2025-03-26,,,,,,,,,,,,34219d1ffb304a3c57c583c802ebcdc4ae0c9a34bb12fc267c4e317db161ab30,88fd58dc97e94e5a88f36609819c90dfa23b27c8ff152105d0daf52a7eb6f3df,,,applied
1,76,Codex_Workstation,F_0116,dataset/fly_ball/Codex_Workstation/F_0116,clip_too_short,recut_and_retime,yes,,0.900,1.000,0.895,0.995,0.945,0.955,0.010,7.014,12.955,recut_complete,0.000,0.000,12.955,pop_fly,pop_fly,no,pop_fly,no,audio_candidate_bound,0.9,qwen-omni-turbo-2025-03-26,contact_gate_pass,confirm,True,True,True,False,0.95,qwen3.5-omni-flash-2026-03-15,"At 0.7s, the batter is seen making contact with the ball as it approaches the plate; the bat connects squarely with the pitched ball, followed immediately by the batter's swing completion.","A sharp, distinct crack of a bat hitting a baseball at approximately 0.7s into the clip.",,505cc23c9eb350939332fd75b3e26c0f6746e7c019cfc59c131e3279ba776cb2,de516fab0e430a7ac097f72b978b8c0ccce3b77c65ed8ee29aba6b65f39c4432,505cc23c9eb350939332fd75b3e26c0f6746e7c019cfc59c131e3279ba776cb2,de516fab0e430a7ac097f72b978b8c0ccce3b77c65ed8ee29aba6b65f39c4432,applied
