global_index,collector,sample_id,main_relative_path,id_digits,status,primary_error,error_types,required_actions,event_audio_assessment,current_event_start,current_event_end,suggested_contact_time,annotated_transient_time,annotated_transient_score,annotated_rms_ratio,annotated_diff_ratio,nearest_candidate_time,nearest_candidate_distance,strongest_candidate_time,strongest_candidate_score,audio_candidates_json,video_duration,duration_source,audio_duration,pre_contact_context,post_contact_context,trajectory_type,landing_zone,strength,missing_files,sample_csv_error,audio_error,video_title,video_url,source_id,source_path,source_clip_start,source_clip_end,resolved_source_path,source_available_locally,repair_batch,repair_batch_index
823,Codex_Workstation,F_0895,dataset/fly_ball/Codex_Workstation/F_0895,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,4.550,4.650,4.665,4.665,4.716,3.785,5.875,4.665,0.065,2.025,7.689,"[{""time"": 2.025, ""score"": 7.689, ""rms_ratio"": 5.313, ""diff_ratio"": 11.128}, {""time"": 4.665, ""score"": 4.716, ""rms_ratio"": 3.785, ""diff_ratio"": 5.875}, {""time"": 5.385, ""score"": 4.12, ""rms_ratio"": 3.428, ""diff_ratio"": 4.953}, {""time"": 5.085, ""score"": 3.929, ""rms_ratio"": 3.391, ""diff_ratio"": 4.552}, {""time"": 2.605, ""score"": 3.77, ""rms_ratio"": 3.634, ""diff_ratio"": 3.911}, {""time"": 5.695, ""score"": 3.339, ""rms_ratio"": 2.912, ""diff_ratio"": 3.83}, {""time"": 4.285, ""score"": 3.302, ""rms_ratio"": 3.608, ""diff_ratio"": 3.021}, {""time"": 4.165, ""score"": 3.127, ""rms_ratio"": 3.25, ""diff_ratio"": 3.009}, {""time"": 4.865, ""score"": 3.116, ""rms_ratio"": 3.019, ""diff_ratio"": 3.217}, {""time"": 0.595, ""score"": 2.991, ""rms_ratio"": 3.184, ""diff_ratio"": 2.81}, {""time"": 5.195, ""score"": 2.979, ""rms_ratio"": 2.461, ""diff_ratio"": 3.606}, {""time"": 0.295, ""score"": 2.859, ""rms_ratio"": 3.371, ""diff_ratio"": 2.424}, {""time"": 2.875, ""score"": 2.77, ""rms_ratio"": 2.771, ""diff_ratio"": 2.769}, {""time"": 4.455, ""score"": 2.713, ""rms_ratio"": 2.242, ""diff_ratio"": 3.283}, {""time"": 3.405, ""score"": 2.649, ""rms_ratio"": 2.804, ""diff_ratio"": 2.503}, {""time"": 0.185, ""score"": 2.511, ""rms_ratio"": 2.538, ""diff_ratio"": 2.484}]",5.706,ffprobe,5.717,4.665,1.041,fly,pending,medium,,,,"Brooks Baldwin's two-run home run (10)  Brooks Baldwin's two-run home run (10)  Brooks Baldwin's two-run home run (10)  Brooks Baldwin hits a two-run home run to right field, extending the White Sox lead to 4-0 in the 4th",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/27/259322d5-8e2ffde4-d168a5e5-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776160_brooks-baldwin-homers-10-on-a-fly-ball-to-right-field-miguel-vargas-s,raw_sources\MLB_776160_brooks-baldwin-homers-10-on-a-fly-ball-to-right-field-miguel-vargas-s_Brooks_Baldwin_s_two-run_home_run_10_Brooks_Baldwin_s_two-run_home_run_10_Brooks_Baldwin_.mp4,0.480,7.480,,no,audit_checkpoint_002,135
822,Codex_Workstation,F_0894,dataset/fly_ball/Codex_Workstation/F_0894,4,needs_edit,clip_too_short,insufficient_pre_contact_context;insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,0.890,0.990,0.955,0.955,8.361,6.573,10.637,0.955,0.015,0.955,8.361,"[{""time"": 0.955, ""score"": 8.361, ""rms_ratio"": 6.573, ""diff_ratio"": 10.637}, {""time"": 5.535, ""score"": 4.609, ""rms_ratio"": 2.631, ""diff_ratio"": 8.074}, {""time"": 5.835, ""score"": 4.229, ""rms_ratio"": 2.345, ""diff_ratio"": 7.626}, {""time"": 2.745, ""score"": 3.648, ""rms_ratio"": 1.87, ""diff_ratio"": 7.116}, {""time"": 6.085, ""score"": 3.437, ""rms_ratio"": 2.334, ""diff_ratio"": 5.062}, {""time"": 5.635, ""score"": 3.164, ""rms_ratio"": 3.042, ""diff_ratio"": 3.291}, {""time"": 7.005, ""score"": 3.081, ""rms_ratio"": 3.263, ""diff_ratio"": 2.91}, {""time"": 2.335, ""score"": 2.979, ""rms_ratio"": 3.149, ""diff_ratio"": 2.819}, {""time"": 3.725, ""score"": 2.906, ""rms_ratio"": 1.916, ""diff_ratio"": 4.407}, {""time"": 6.865, ""score"": 2.659, ""rms_ratio"": 2.603, ""diff_ratio"": 2.716}, {""time"": 5.345, ""score"": 2.656, ""rms_ratio"": 2.967, ""diff_ratio"": 2.378}, {""time"": 4.475, ""score"": 2.565, ""rms_ratio"": 2.763, ""diff_ratio"": 2.381}, {""time"": 3.155, ""score"": 2.542, ""rms_ratio"": 3.422, ""diff_ratio"": 1.889}, {""time"": 4.975, ""score"": 2.467, ""rms_ratio"": 1.609, ""diff_ratio"": 3.781}, {""time"": 4.725, ""score"": 2.425, ""rms_ratio"": 3.027, ""diff_ratio"": 1.942}, {""time"": 6.505, ""score"": 2.167, ""rms_ratio"": 1.819, ""diff_ratio"": 2.581}]",7.014,ffprobe,7.014,0.955,6.059,fly,pending,medium,,,,"Jonathan Aranda's solo home run (14) Jonathan Aranda's solo home run (14) Jonathan Aranda's solo home run (14) Jonathan Aranda hits a solo home run to left-center field, cutting the Rays' deficit to 4-1 in the top of the 6th inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/27/a639a7d6-ecb63d4a-976df9c8-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776159_jonathan-aranda-homers-14-on-a-fly-ball-to-center-field,raw_sources\MLB_776159_jonathan-aranda-homers-14-on-a-fly-ball-to-center-field_Jonathan_Aranda_s_solo_home_run_14_Jonathan_Aranda_s_solo_home_run_14_Jonathan_Aranda_s_solo_home_run_1.mp4,0.000,7.000,,no,audit_checkpoint_002,136
821,Codex_Workstation,F_0892,dataset/fly_ball/Codex_Workstation/F_0892,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,5.310,5.397,5.035,5.375,1.780,1.890,1.676,5.375,0.021,5.035,2.627,"[{""time"": 5.035, ""score"": 2.627, ""rms_ratio"": 1.365, ""diff_ratio"": 5.054}, {""time"": 0.655, ""score"": 2.385, ""rms_ratio"": 1.24, ""diff_ratio"": 4.59}, {""time"": 5.375, ""score"": 1.78, ""rms_ratio"": 1.89, ""diff_ratio"": 1.676}, {""time"": 4.765, ""score"": 1.776, ""rms_ratio"": 1.103, ""diff_ratio"": 2.86}, {""time"": 0.135, ""score"": 1.735, ""rms_ratio"": 0.969, ""diff_ratio"": 3.01}]",5.386,ffprobe,5.397,5.035,0.351,fly,pending,high,,,,Masataka Yoshida's solo homer (4) Masataka Yoshida's solo homer (4) Masataka Yoshida's solo homer (4) Masataka Yoshida hits a solo home run to right field to give the Red Sox a 1-0 lead in the bottom of the 1st inning,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/28/406ceacf-e2480661-91c737e6-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776151_masataka-yoshida-homers-4-on-a-fly-ball-to-right-field,raw_sources\MLB_776151_masataka-yoshida-homers-4-on-a-fly-ball-to-right-field_Masataka_Yoshida_s_solo_homer_4_Masataka_Yoshida_s_solo_homer_4_Masataka_Yoshida_s_solo_homer_4_Masataka.mp4,3.680,10.680,,no,audit_checkpoint_002,137
820,Codex_Workstation,F_0891,dataset/fly_ball/Codex_Workstation/F_0891,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,1.970,2.070,2.675,2.035,1.670,2.060,1.355,2.035,0.015,3.015,2.374,"[{""time"": 3.015, ""score"": 2.374, ""rms_ratio"": 2.188, ""diff_ratio"": 2.575}, {""time"": 2.675, ""score"": 2.319, ""rms_ratio"": 2.044, ""diff_ratio"": 2.632}, {""time"": 2.905, ""score"": 2.209, ""rms_ratio"": 0.811, ""diff_ratio"": 4.881}, {""time"": 3.155, ""score"": 2.142, ""rms_ratio"": 1.685, ""diff_ratio"": 2.722}, {""time"": 2.285, ""score"": 1.94, ""rms_ratio"": 1.402, ""diff_ratio"": 2.684}, {""time"": 1.215, ""score"": 1.936, ""rms_ratio"": 1.552, ""diff_ratio"": 2.413}, {""time"": 1.775, ""score"": 1.916, ""rms_ratio"": 1.963, ""diff_ratio"": 1.87}, {""time"": 0.075, ""score"": 1.765, ""rms_ratio"": 1.441, ""diff_ratio"": 2.161}, {""time"": 2.475, ""score"": 1.752, ""rms_ratio"": 1.123, ""diff_ratio"": 2.733}, {""time"": 1.595, ""score"": 1.697, ""rms_ratio"": 1.753, ""diff_ratio"": 1.643}, {""time"": 2.035, ""score"": 1.67, ""rms_ratio"": 2.06, ""diff_ratio"": 1.355}]",3.354,ffprobe,3.371,2.675,0.679,fly,pending,medium,,,,Javier Báez's three-run homer (12) Javier Báez's three-run homer (12) Javier Báez's three-run homer (12) Javier Báez hits a three-run home run to left-center field to give the Tigers a 3-1 lead in the top of the 4th inning,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/28/f1edcd6e-f8ea9462-1d2511e4-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776151_javier-baez-homers-12-on-a-fly-ball-to-left-center-field-justyn-henry,raw_sources\MLB_776151_javier-baez-homers-12-on-a-fly-ball-to-left-center-field-justyn-henry_Javier_B_ez_s_three-run_homer_12_Javier_B_ez_s_three-run_homer_12_Javier_B_ez_s_three-run.mp4,4.240,11.240,,no,audit_checkpoint_002,138
819,Codex_Workstation,F_0890,dataset/fly_ball/Codex_Workstation/F_0890,4,needs_edit,contact_timestamp_wrong,contact_timestamp_wrong;insufficient_post_contact_context,retime_from_local_audio_candidate;qwen_confirm_visual_contact_near_candidate;recover_source_and_recut_longer,likely_contact_timestamp_wrong,1.970,2.070,2.415,2.025,2.624,2.837,2.426,2.025,0.005,5.535,3.170,"[{""time"": 5.535, ""score"": 3.17, ""rms_ratio"": 1.527, ""diff_ratio"": 6.582}, {""time"": 2.415, ""score"": 3.052, ""rms_ratio"": 2.73, ""diff_ratio"": 3.412}, {""time"": 5.745, ""score"": 2.884, ""rms_ratio"": 1.496, ""diff_ratio"": 5.559}, {""time"": 2.615, ""score"": 2.665, ""rms_ratio"": 1.297, ""diff_ratio"": 5.476}, {""time"": 2.025, ""score"": 2.624, ""rms_ratio"": 2.837, ""diff_ratio"": 2.426}, {""time"": 2.135, ""score"": 2.539, ""rms_ratio"": 2.621, ""diff_ratio"": 2.46}, {""time"": 2.255, ""score"": 2.434, ""rms_ratio"": 2.319, ""diff_ratio"": 2.555}, {""time"": 0.445, ""score"": 2.348, ""rms_ratio"": 1.35, ""diff_ratio"": 4.083}, {""time"": 5.895, ""score"": 2.231, ""rms_ratio"": 1.116, ""diff_ratio"": 4.46}, {""time"": 1.855, ""score"": 2.13, ""rms_ratio"": 2.045, ""diff_ratio"": 2.219}, {""time"": 4.775, ""score"": 1.987, ""rms_ratio"": 2.069, ""diff_ratio"": 1.907}, {""time"": 5.345, ""score"": 1.964, ""rms_ratio"": 1.088, ""diff_ratio"": 3.545}, {""time"": 4.975, ""score"": 1.937, ""rms_ratio"": 1.64, ""diff_ratio"": 2.287}, {""time"": 1.735, ""score"": 1.849, ""rms_ratio"": 1.326, ""diff_ratio"": 2.58}, {""time"": 1.635, ""score"": 1.831, ""rms_ratio"": 2.065, ""diff_ratio"": 1.623}, {""time"": 4.495, ""score"": 1.81, ""rms_ratio"": 2.143, ""diff_ratio"": 1.528}]",7.006,ffprobe,7.019,2.415,4.591,fly,pending,high,,,,David Hamilton's two-run homer (6) David Hamilton's two-run homer (6) David Hamilton's two-run homer (6) David Hamilton hits a two-run home run to right-center field to tie the game at 3 in the bottom of the 4th inning,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/28/349e63b3-1d0f2fb7-3db0aded-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776151_chris-paddack-in-play-run-s-to-david-hamilton,raw_sources\MLB_776151_chris-paddack-in-play-run-s-to-david-hamilton_David_Hamilton_s_two-run_homer_6_David_Hamilton_s_two-run_homer_6_David_Hamilton_s_two-run_homer_6_David_Hamilton.mp4,3.160,10.160,,no,audit_checkpoint_002,139
818,Codex_Workstation,F_0889,dataset/fly_ball/Codex_Workstation/F_0889,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.450,1.550,1.505,1.505,5.074,3.765,6.838,1.505,0.005,1.505,5.074,"[{""time"": 1.505, ""score"": 5.074, ""rms_ratio"": 3.765, ""diff_ratio"": 6.838}, {""time"": 3.415, ""score"": 3.375, ""rms_ratio"": 1.557, ""diff_ratio"": 7.313}, {""time"": 4.485, ""score"": 3.225, ""rms_ratio"": 1.707, ""diff_ratio"": 6.095}, {""time"": 5.445, ""score"": 2.924, ""rms_ratio"": 1.609, ""diff_ratio"": 5.316}, {""time"": 5.265, ""score"": 2.749, ""rms_ratio"": 1.423, ""diff_ratio"": 5.308}, {""time"": 6.885, ""score"": 2.54, ""rms_ratio"": 2.81, ""diff_ratio"": 2.297}, {""time"": 3.915, ""score"": 2.531, ""rms_ratio"": 2.237, ""diff_ratio"": 2.864}, {""time"": 2.965, ""score"": 2.44, ""rms_ratio"": 2.066, ""diff_ratio"": 2.88}, {""time"": 4.965, ""score"": 2.212, ""rms_ratio"": 2.09, ""diff_ratio"": 2.342}, {""time"": 5.875, ""score"": 2.156, ""rms_ratio"": 2.301, ""diff_ratio"": 2.021}, {""time"": 5.985, ""score"": 2.091, ""rms_ratio"": 2.154, ""diff_ratio"": 2.029}, {""time"": 3.225, ""score"": 2.088, ""rms_ratio"": 2.13, ""diff_ratio"": 2.046}, {""time"": 3.525, ""score"": 2.08, ""rms_ratio"": 2.097, ""diff_ratio"": 2.063}, {""time"": 2.695, ""score"": 1.966, ""rms_ratio"": 1.871, ""diff_ratio"": 2.066}, {""time"": 4.025, ""score"": 1.964, ""rms_ratio"": 1.523, ""diff_ratio"": 2.533}, {""time"": 6.095, ""score"": 1.879, ""rms_ratio"": 1.936, ""diff_ratio"": 1.824}]",7.014,ffprobe,7.014,1.505,5.509,fly,pending,high,,,,"Jordan Beck's solo homer (16) Jordan Beck's solo homer (16) Jordan Beck's solo homer (16) Jordan Beck crushes a solo home run to left-center field, cutting the Rockies' deficit to 4-3 in the 9th inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/27/f43417cc-87ec4948-215afdb1-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776146_jordan-beck-homers-16-on-a-fly-ball-to-center-field,raw_sources\MLB_776146_jordan-beck-homers-16-on-a-fly-ball-to-center-field_Jordan_Beck_s_solo_homer_16_Jordan_Beck_s_solo_homer_16_Jordan_Beck_s_solo_homer_16_Jordan_Beck_crushes_a_s.mp4,0.000,7.000,,no,audit_checkpoint_002,140
817,Codex_Workstation,F_0888,dataset/fly_ball/Codex_Workstation/F_0888,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,2.015,2.015,3.251,3.003,3.520,2.015,0.005,2.015,3.251,"[{""time"": 2.015, ""score"": 3.251, ""rms_ratio"": 3.003, ""diff_ratio"": 3.52}, {""time"": 1.895, ""score"": 2.925, ""rms_ratio"": 1.674, ""diff_ratio"": 5.112}, {""time"": 0.335, ""score"": 2.734, ""rms_ratio"": 1.855, ""diff_ratio"": 4.03}, {""time"": 3.915, ""score"": 2.309, ""rms_ratio"": 2.453, ""diff_ratio"": 2.173}, {""time"": 1.775, ""score"": 2.252, ""rms_ratio"": 1.909, ""diff_ratio"": 2.656}, {""time"": 3.305, ""score"": 2.133, ""rms_ratio"": 2.815, ""diff_ratio"": 1.617}, {""time"": 0.565, ""score"": 2.047, ""rms_ratio"": 1.196, ""diff_ratio"": 3.502}, {""time"": 3.505, ""score"": 2.038, ""rms_ratio"": 2.465, ""diff_ratio"": 1.684}, {""time"": 3.085, ""score"": 2.021, ""rms_ratio"": 2.271, ""diff_ratio"": 1.799}, {""time"": 1.005, ""score"": 1.903, ""rms_ratio"": 2.261, ""diff_ratio"": 1.602}, {""time"": 2.125, ""score"": 1.893, ""rms_ratio"": 1.795, ""diff_ratio"": 1.997}, {""time"": 2.935, ""score"": 1.89, ""rms_ratio"": 2.291, ""diff_ratio"": 1.56}, {""time"": 2.255, ""score"": 1.848, ""rms_ratio"": 2.018, ""diff_ratio"": 1.692}, {""time"": 0.105, ""score"": 1.814, ""rms_ratio"": 2.157, ""diff_ratio"": 1.525}, {""time"": 1.625, ""score"": 1.694, ""rms_ratio"": 1.827, ""diff_ratio"": 1.571}]",4.122,ffprobe,4.139,2.015,2.107,fly,pending,high,,,,"Hunter Goodman's solo home run (31) Hunter Goodman's solo home run (31) Hunter Goodman's solo home run (31) Hunter Goodman hits a solo home run to left field, giving the Rockies an early 1-0 lead in the top of the 1st inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/27/18fdbe1d-e6af11da-9a5cd5c2-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776146_hunter-goodman-homers-31-on-a-fly-ball-to-left-field,raw_sources\MLB_776146_hunter-goodman-homers-31-on-a-fly-ball-to-left-field_Hunter_Goodman_s_solo_home_run_31_Hunter_Goodman_s_solo_home_run_31_Hunter_Goodman_s_solo_home_run_31_Hunt.mp4,3.920,10.920,,no,audit_checkpoint_002,141
816,Codex_Workstation,F_0887,dataset/fly_ball/Codex_Workstation/F_0887,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.030,1.130,1.095,1.095,6.811,5.438,8.530,1.095,0.015,1.095,6.811,"[{""time"": 1.095, ""score"": 6.811, ""rms_ratio"": 5.438, ""diff_ratio"": 8.53}, {""time"": 4.685, ""score"": 5.977, ""rms_ratio"": 3.512, ""diff_ratio"": 10.171}, {""time"": 5.195, ""score"": 4.802, ""rms_ratio"": 3.787, ""diff_ratio"": 6.089}, {""time"": 5.065, ""score"": 4.658, ""rms_ratio"": 4.385, ""diff_ratio"": 4.948}, {""time"": 4.445, ""score"": 4.218, ""rms_ratio"": 4.259, ""diff_ratio"": 4.176}, {""time"": 2.405, ""score"": 4.128, ""rms_ratio"": 2.366, ""diff_ratio"": 7.202}, {""time"": 3.025, ""score"": 3.587, ""rms_ratio"": 3.476, ""diff_ratio"": 3.702}, {""time"": 3.915, ""score"": 3.156, ""rms_ratio"": 3.341, ""diff_ratio"": 2.982}, {""time"": 5.305, ""score"": 3.034, ""rms_ratio"": 2.864, ""diff_ratio"": 3.213}, {""time"": 2.615, ""score"": 2.93, ""rms_ratio"": 4.359, ""diff_ratio"": 1.97}, {""time"": 3.605, ""score"": 2.912, ""rms_ratio"": 2.265, ""diff_ratio"": 3.744}, {""time"": 3.315, ""score"": 2.911, ""rms_ratio"": 3.105, ""diff_ratio"": 2.729}, {""time"": 4.025, ""score"": 2.85, ""rms_ratio"": 2.904, ""diff_ratio"": 2.797}, {""time"": 4.185, ""score"": 2.837, ""rms_ratio"": 3.86, ""diff_ratio"": 2.085}, {""time"": 2.875, ""score"": 2.713, ""rms_ratio"": 3.402, ""diff_ratio"": 2.163}, {""time"": 1.775, ""score"": 2.625, ""rms_ratio"": 2.439, ""diff_ratio"": 2.825}]",5.440,ffprobe,5.457,1.095,4.345,fly,pending,high,,,,"Brenton Doyle's solo home run (15) Brenton Doyle's solo home run (15) Brenton Doyle's solo home run (15) Brenton Doyle drills a solo home run to left field, pushing the Rockies' lead to 2-0 in the 2nd inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/27/7f8b08ba-12b46279-ec948dbd-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776146_brenton-doyle-homers-15-on-a-fly-ball-to-left-center-field,raw_sources\MLB_776146_brenton-doyle-homers-15-on-a-fly-ball-to-left-center-field_Brenton_Doyle_s_solo_home_run_15_Brenton_Doyle_s_solo_home_run_15_Brenton_Doyle_s_solo_home_run_15_B.mp4,0.000,7.000,,no,audit_checkpoint_002,142
815,Codex_Workstation,F_0886,dataset/fly_ball/Codex_Workstation/F_0886,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,2.025,2.025,3.293,3.285,3.301,2.025,0.005,2.025,3.293,"[{""time"": 2.025, ""score"": 3.293, ""rms_ratio"": 3.285, ""diff_ratio"": 3.301}, {""time"": 1.485, ""score"": 2.158, ""rms_ratio"": 2.288, ""diff_ratio"": 2.034}, {""time"": 1.275, ""score"": 2.075, ""rms_ratio"": 1.468, ""diff_ratio"": 2.934}, {""time"": 2.175, ""score"": 2.012, ""rms_ratio"": 1.952, ""diff_ratio"": 2.073}, {""time"": 0.935, ""score"": 1.863, ""rms_ratio"": 2.013, ""diff_ratio"": 1.724}, {""time"": 2.275, ""score"": 1.788, ""rms_ratio"": 1.874, ""diff_ratio"": 1.706}]",2.394,ffprobe,2.411,2.025,0.369,fly,pending,high,,,,Miguel Vargas' two-run home run (16) Miguel Vargas' two-run home run (16) Miguel Vargas' two-run home run (16) Miguel Vargas slugs a two-run home run to left-center field to get the White Sox on the board early,https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/28/f6a1e7d4-05be3e96-446679b9-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776143_miguel-vargas-homers-16-on-a-fly-ball-to-left-center-field-colson-mon,raw_sources\MLB_776143_miguel-vargas-homers-16-on-a-fly-ball-to-left-center-field-colson-mon_Miguel_Vargas_two-run_home_run_16_Miguel_Vargas_two-run_home_run_16_Miguel_Vargas_two-run.mp4,6.160,13.160,,no,audit_checkpoint_002,143
814,Codex_Workstation,F_0885,dataset/fly_ball/Codex_Workstation/F_0885,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,2.025,2.025,3.881,4.252,3.542,2.025,0.005,2.155,4.363,"[{""time"": 2.155, ""score"": 4.363, ""rms_ratio"": 1.587, ""diff_ratio"": 11.997}, {""time"": 3.025, ""score"": 4.088, ""rms_ratio"": 3.643, ""diff_ratio"": 4.587}, {""time"": 2.025, ""score"": 3.881, ""rms_ratio"": 4.252, ""diff_ratio"": 3.542}, {""time"": 1.655, ""score"": 3.757, ""rms_ratio"": 3.623, ""diff_ratio"": 3.897}, {""time"": 1.835, ""score"": 3.278, ""rms_ratio"": 3.086, ""diff_ratio"": 3.482}, {""time"": 3.185, ""score"": 2.384, ""rms_ratio"": 1.85, ""diff_ratio"": 3.071}, {""time"": 1.345, ""score"": 2.271, ""rms_ratio"": 1.701, ""diff_ratio"": 3.031}, {""time"": 2.465, ""score"": 2.209, ""rms_ratio"": 2.201, ""diff_ratio"": 2.216}, {""time"": 0.475, ""score"": 1.773, ""rms_ratio"": 1.684, ""diff_ratio"": 1.867}]",3.206,ffprobe,3.221,2.025,1.181,fly,pending,medium,,,,"Dominic Fletcher's two-run home run (1) Dominic Fletcher's two-run home run (1) Dominic Fletcher's two-run home run (1) Dominic Fletcher crushes a two-run home run to right field, his first of the season and extends the White Sox lead to 5-0 in the 4th inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/28/f44f21b4-d6782d87-8161a934-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776143_dominic-fletcher-homers-1-on-a-fly-ball-to-right-field-lenyn-sosa-sco,raw_sources\MLB_776143_dominic-fletcher-homers-1-on-a-fly-ball-to-right-field-lenyn-sosa-sco_Dominic_Fletcher_s_two-run_home_run_1_Dominic_Fletcher_s_two-run_home_run_1_Dominic_Fletc.mp4,1.380,8.380,,no,audit_checkpoint_002,144
813,Codex_Workstation,F_0884,dataset/fly_ball/Codex_Workstation/F_0884,4,needs_edit,clip_too_short,insufficient_post_contact_context,recover_source_and_recut_longer,annotated_contact_audio_confirmed,1.970,2.070,2.065,2.065,2.456,2.187,2.758,2.065,0.045,2.695,2.677,"[{""time"": 2.695, ""score"": 2.677, ""rms_ratio"": 3.038, ""diff_ratio"": 2.359}, {""time"": 2.065, ""score"": 2.456, ""rms_ratio"": 2.187, ""diff_ratio"": 2.758}, {""time"": 2.805, ""score"": 2.384, ""rms_ratio"": 2.573, ""diff_ratio"": 2.209}, {""time"": 1.355, ""score"": 2.303, ""rms_ratio"": 2.724, ""diff_ratio"": 1.947}, {""time"": 1.505, ""score"": 2.216, ""rms_ratio"": 0.858, ""diff_ratio"": 4.912}, {""time"": 1.015, ""score"": 2.068, ""rms_ratio"": 0.838, ""diff_ratio"": 4.278}, {""time"": 2.205, ""score"": 1.98, ""rms_ratio"": 1.746, ""diff_ratio"": 2.244}, {""time"": 0.435, ""score"": 1.963, ""rms_ratio"": 0.752, ""diff_ratio"": 3.854}, {""time"": 2.975, ""score"": 1.941, ""rms_ratio"": 2.237, ""diff_ratio"": 1.684}, {""time"": 3.115, ""score"": 1.874, ""rms_ratio"": 2.254, ""diff_ratio"": 1.558}, {""time"": 2.365, ""score"": 1.797, ""rms_ratio"": 1.677, ""diff_ratio"": 1.926}, {""time"": 0.645, ""score"": 1.779, ""rms_ratio"": 0.859, ""diff_ratio"": 3.165}, {""time"": 3.345, ""score"": 1.711, ""rms_ratio"": 2.2, ""diff_ratio"": 1.33}, {""time"": 0.905, ""score"": 1.681, ""rms_ratio"": 1.449, ""diff_ratio"": 1.949}]",3.656,ffprobe,3.669,2.065,1.591,fly,pending,high,,,,"Brooks Baldwin's solo home run (11) Brooks Baldwin's solo home run (11) Brooks Baldwin's solo home run (11) Brooks Baldwin crushes a 423-foot solo home run to right-center field, extending the White Sox lead to 3-0 in the 4th inning",https://mlb-cuts-diamond.mlb.com/FORGE/2025/2025-09/28/d2c347c5-145e2f42-e32b1774-csvm-diamondgcp-asset_1280x720_59_4000K.mp4,MLB_776143_brooks-baldwin-homers-11-on-a-fly-ball-to-right-center-field,raw_sources\MLB_776143_brooks-baldwin-homers-11-on-a-fly-ball-to-right-center-field_Brooks_Baldwin_s_solo_home_run_11_Brooks_Baldwin_s_solo_home_run_11_Brooks_Baldwin_s_solo_home_run.mp4,3.640,10.640,,no,audit_checkpoint_002,145
