sample_id,sample_path,status,audio_ratio,changed_fields,old_values,new_values,reason
F_154,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_154,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_155,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_155,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_156,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_156,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_157,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_157,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_158,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_158,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_159,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_159,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_160,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_160,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_161,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_161,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_163,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_163,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_164,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_164,auto_applied,,"landing_zone,event_start,event_end","{""event_end"": ""2.060"", ""event_start"": ""1.960"", ""landing_zone"": ""pending""}","{""event_end"": ""2.070"", ""event_start"": ""1.970"", ""landing_zone"": ""1""}",field-level evidence applied; unverified secondary fields retained
F_165,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_165,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_166,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_166,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_167,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_167,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_168,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_168,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_169,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_169,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_171,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_171,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_172,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_172,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_173,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_173,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_174,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_174,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_175,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_175,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_176,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_176,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_177,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_177,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_179,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_179,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_180,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_180,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_181,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_181,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_182,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_182,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_183,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_183,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_184,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_184,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_185,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_185,incomplete,,,{},{},missing timing or semantics stage
F_186,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_186,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_187,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_187,incomplete,,,{},{},missing timing or semantics stage
F_189,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_189,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_191,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_191,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_192,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_192,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_193,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_193,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_194,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_194,incomplete,,,{},{},missing timing or semantics stage
F_195,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_195,incomplete,,,{},{},missing timing or semantics stage
F_196,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_196,incomplete,,,{},{},missing timing or semantics stage
F_198,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_198,incomplete,,,{},{},missing timing or semantics stage
F_199,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_199,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_200,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_200,incomplete,,,{},{},missing timing or semantics stage
F_201,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_201,manual_review,,,{},{},audio-candidate timing evidence gate failed
F_202,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_202,incomplete,,,{},{},missing timing or semantics stage
F_204,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_204,incomplete,,,{},{},missing timing or semantics stage
F_205,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_205,incomplete,,,{},{},missing timing or semantics stage
F_207,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_207,incomplete,,,{},{},missing timing or semantics stage
F_208,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_208,incomplete,,,{},{},missing timing or semantics stage
F_210,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_210,incomplete,,,{},{},missing timing or semantics stage
F_211,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_211,incomplete,,,{},{},missing timing or semantics stage
F_212,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_212,incomplete,,,{},{},missing timing or semantics stage
F_213,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_213,incomplete,,,{},{},missing timing or semantics stage
F_215,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_215,incomplete,,,{},{},missing timing or semantics stage
F_216,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_216,incomplete,,,{},{},missing timing or semantics stage
F_217,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_217,incomplete,,,{},{},missing timing or semantics stage
F_218,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_218,incomplete,,,{},{},missing timing or semantics stage
F_219,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_219,incomplete,,,{},{},missing timing or semantics stage
F_221,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_221,incomplete,,,{},{},missing timing or semantics stage
F_222,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_222,incomplete,,,{},{},missing timing or semantics stage
F_223,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_223,incomplete,,,{},{},missing timing or semantics stage
F_224,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_224,incomplete,,,{},{},missing timing or semantics stage
F_225,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_225,incomplete,,,{},{},missing timing or semantics stage
F_226,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_226,incomplete,,,{},{},missing timing or semantics stage
F_227,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_227,incomplete,,,{},{},missing timing or semantics stage
F_228,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_228,incomplete,,,{},{},missing timing or semantics stage
F_229,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_229,incomplete,,,{},{},missing timing or semantics stage
F_230,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_230,incomplete,,,{},{},missing timing or semantics stage
F_231,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_231,incomplete,,,{},{},missing timing or semantics stage
F_232,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_232,incomplete,,,{},{},missing timing or semantics stage
F_234,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_234,incomplete,,,{},{},missing timing or semantics stage
F_235,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_235,incomplete,,,{},{},missing timing or semantics stage
F_236,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_236,incomplete,,,{},{},missing timing or semantics stage
F_237,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_237,incomplete,,,{},{},missing timing or semantics stage
F_238,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_238,incomplete,,,{},{},missing timing or semantics stage
F_239,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_239,incomplete,,,{},{},missing timing or semantics stage
F_241,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_241,incomplete,,,{},{},missing timing or semantics stage
F_242,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_242,incomplete,,,{},{},missing timing or semantics stage
F_243,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_243,incomplete,,,{},{},missing timing or semantics stage
F_244,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_244,incomplete,,,{},{},missing timing or semantics stage
F_246,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_246,incomplete,,,{},{},missing timing or semantics stage
F_248,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_248,incomplete,,,{},{},missing timing or semantics stage
F_249,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_249,incomplete,,,{},{},missing timing or semantics stage
F_250,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_250,incomplete,,,{},{},missing timing or semantics stage
F_251,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_251,incomplete,,,{},{},missing timing or semantics stage
F_252,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_252,incomplete,,,{},{},missing timing or semantics stage
F_254,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_254,incomplete,,,{},{},missing timing or semantics stage
F_255,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_255,incomplete,,,{},{},missing timing or semantics stage
F_256,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_256,incomplete,,,{},{},missing timing or semantics stage
F_257,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_257,incomplete,,,{},{},missing timing or semantics stage
F_258,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_258,incomplete,,,{},{},missing timing or semantics stage
F_260,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_260,incomplete,,,{},{},missing timing or semantics stage
F_261,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_261,incomplete,,,{},{},missing timing or semantics stage
F_264,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_264,incomplete,,,{},{},missing timing or semantics stage
F_265,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_265,incomplete,,,{},{},missing timing or semantics stage
F_266,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_266,incomplete,,,{},{},missing timing or semantics stage
F_267,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_267,incomplete,,,{},{},missing timing or semantics stage
F_268,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_268,incomplete,,,{},{},missing timing or semantics stage
F_269,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_269,incomplete,,,{},{},missing timing or semantics stage
F_270,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_270,incomplete,,,{},{},missing timing or semantics stage
F_271,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_271,incomplete,,,{},{},missing timing or semantics stage
F_273,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_273,incomplete,,,{},{},missing timing or semantics stage
F_274,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_274,incomplete,,,{},{},missing timing or semantics stage
F_275,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_275,incomplete,,,{},{},missing timing or semantics stage
F_277,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_277,incomplete,,,{},{},missing timing or semantics stage
F_278,review_workspace\flyball_v2_batch_01\fly_ball\FlyballV2\F_278,incomplete,,,{},{},missing timing or semantics stage
