"sample_id","status","reason","old_path","new_path"
"G_133","manual_review","adjudication fields do not match the evidence-backed candidate","dataset\ground_ball\Codex_Workstation\G_133","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_133"
"G_134","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_134","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_134"
"G_135","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_135","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_135"
"G_136","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_136","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_136"
"G_138","manual_review","adjudication fields do not match the evidence-backed candidate","dataset\ground_ball\Codex_Workstation\G_138","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_138"
"G_139","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_139","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_139"
"G_140","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_140","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_140"
"G_142","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_142","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_142"
"G_143","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_143","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_143"
"G_145","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_145","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_145"
"G_146","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_146","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_146"
"G_148","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_148","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_148"
"G_150","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_150","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_150"
"G_151","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_151","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_151"
"G_154","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_154","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_154"
"G_155","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_155","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_155"
"G_156","manual_review","adjudication evidence gate failed","dataset\ground_ball\Codex_Workstation\G_156","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_156"
"G_157","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_157","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_157"
"G_159","manual_review","adjudication fields do not match the evidence-backed candidate","dataset\ground_ball\Codex_Workstation\G_159","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_159"
"G_160","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_160","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_160"
"G_161","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_161","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_161"
"G_163","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_163","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_163"
"G_166","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_166","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_166"
"G_168","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_168","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_168"
"G_169","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_169","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_169"
"G_170","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_170","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_170"
"G_172","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_172","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_172"
"G_173","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_173","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_173"
"G_174","manual_review","adjudication evidence gate failed","dataset\ground_ball\Codex_Workstation\G_174","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_174"
"G_175","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_175","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_175"
"G_177","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_177","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_177"
"G_178","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_178","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_178"
"G_179","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_179","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_179"
"G_181","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_181","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_181"
"G_182","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_182","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_182"
"G_184","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_184","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_184"
"G_186","manual_review","adjudication fields do not match the evidence-backed candidate","dataset\ground_ball\Codex_Workstation\G_186","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_186"
"G_187","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_187","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_187"
"G_188","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_188","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_188"
"G_189","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_189","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_189"
"G_190","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_190","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_190"
"G_192","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_192","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_192"
"G_193","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_193","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_193"
"G_195","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_195","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_195"
"G_196","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_196","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_196"
"G_198","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_198","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_198"
"G_199","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_199","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_199"
"G_200","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_200","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_200"
"G_201","manual_review","adjudication evidence gate failed","dataset\ground_ball\Codex_Workstation\G_201","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_201"
"G_203","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_203","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_203"
"G_204","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_204","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_204"
"G_205","manual_review","adjudication evidence gate failed","dataset\ground_ball\Codex_Workstation\G_205","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_205"
"G_206","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_206","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_206"
"G_207","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_207","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_207"
"G_209","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_209","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_209"
"G_210","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_210","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_210"
"G_211","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_211","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_211"
"G_212","manual_review","adjudication fields do not match the evidence-backed candidate","dataset\ground_ball\Codex_Workstation\G_212","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_212"
"G_213","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_213","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_213"
"G_214","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_214","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_214"
"G_216","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_216","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_216"
"G_217","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_217","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_217"
"G_219","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_219","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_219"
"G_220","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_220","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_220"
"G_221","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_221","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_221"
"G_223","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_223","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_223"
"G_224","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_224","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_224"
"G_225","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_225","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_225"
"G_226","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_226","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_226"
"G_227","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_227","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_227"
"G_228","manual_review","local contact transient ratio 1.64 is below 2.00","dataset\ground_ball\Codex_Workstation\G_228","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_228"
"G_229","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_229","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_229"
"G_230","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_230","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_230"
"G_231","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_231","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_231"
"G_232","manual_review","local contact transient ratio 0.30 is below 2.00","dataset\ground_ball\Codex_Workstation\G_232","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_232"
"G_233","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_233","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_233"
"G_234","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_234","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_234"
"G_235","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_235","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_235"
"G_236","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_236","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_236"
"G_238","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_238","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_238"
"G_239","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_239","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_239"
"G_240","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_240","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_240"
"G_241","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_241","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_241"
"G_243","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_243","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_243"
"G_244","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_244","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_244"
"G_245","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_245","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_245"
"G_247","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_247","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_247"
"G_248","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_248","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_248"
"G_249","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_249","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_249"
"G_250","manual_review","local contact transient ratio 0.54 is below 2.00","dataset\ground_ball\Codex_Workstation\G_250","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_250"
"G_251","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_251","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_251"
"G_252","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_252","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_252"
"G_253","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_253","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_253"
"G_256","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_256","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_256"
"G_259","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_259","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_259"
"G_260","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_260","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_260"
"G_261","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_261","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_261"
"G_262","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_262","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_262"
"G_263","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_263","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_263"
"G_265","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_265","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_265"
"G_266","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_266","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_266"
"G_268","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_268","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_268"
"G_269","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_269","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_269"
"G_270","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_270","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_270"
"G_272","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_272","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_272"
"G_273","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_273","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_273"
"G_274","manual_review","local contact transient ratio 1.96 is below 2.00","dataset\ground_ball\Codex_Workstation\G_274","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_274"
"G_279","manual_review","foundational audio-visual evidence gate failed","dataset\ground_ball\Codex_Workstation\G_279","dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_279"
