sample_id,sample_path,status,audio_ratio,changed_fields,old_values,new_values,reason
G_231,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_231,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_232,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_232,auto_applied,,"event_start,event_end","{""event_end"": ""1.140"", ""event_start"": ""1.040""}","{""event_end"": ""0.730"", ""event_start"": ""0.630""}",field-level evidence applied; unverified secondary fields retained
G_233,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_233,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_234,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_234,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_235,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_235,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_236,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_236,auto_applied,,region,"{""region"": ""1""}","{""region"": ""2""}",field-level evidence applied; unverified secondary fields retained
G_238,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_238,auto_applied,,"event_start,event_end","{""event_end"": ""1.440"", ""event_start"": ""1.340""}","{""event_end"": ""1.430"", ""event_start"": ""1.330""}",field-level evidence applied; unverified secondary fields retained
G_239,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_239,auto_applied,,"event_start,event_end","{""event_end"": ""1.820"", ""event_start"": ""1.720""}","{""event_end"": ""1.500"", ""event_start"": ""1.430""}",field-level evidence applied; unverified secondary fields retained
G_240,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_240,auto_applied,,"event_start,event_end","{""event_end"": ""2.020"", ""event_start"": ""1.920""}","{""event_end"": ""2.030"", ""event_start"": ""1.930""}",field-level evidence applied; unverified secondary fields retained
G_241,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_241,auto_applied,,region,"{""region"": ""3""}","{""region"": ""4""}",field-level evidence applied; unverified secondary fields retained
G_243,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_243,auto_applied,,region,"{""region"": ""1""}","{""region"": ""3""}",field-level evidence applied; unverified secondary fields retained
G_244,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_244,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_245,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_245,auto_applied,,region,"{""region"": ""2""}","{""region"": ""3""}",field-level evidence applied; unverified secondary fields retained
G_247,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_247,auto_applied,,"event_start,event_end","{""event_end"": ""1.080"", ""event_start"": ""0.980""}","{""event_end"": ""1.070"", ""event_start"": ""0.970""}",field-level evidence applied; unverified secondary fields retained
G_248,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_248,auto_applied,,"event_start,event_end","{""event_end"": ""1.820"", ""event_start"": ""1.720""}","{""event_end"": ""1.000"", ""event_start"": ""0.900""}",field-level evidence applied; unverified secondary fields retained
G_249,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_249,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_250,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_250,auto_applied,,"event_start,event_end","{""event_end"": ""2.040"", ""event_start"": ""1.940""}","{""event_end"": ""2.400"", ""event_start"": ""2.300""}",field-level evidence applied; unverified secondary fields retained
G_251,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_251,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_252,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_252,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_253,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_253,auto_applied,,"event_start,event_end","{""event_end"": ""1.660"", ""event_start"": ""1.560""}","{""event_end"": ""1.680"", ""event_start"": ""1.580""}",field-level evidence applied; unverified secondary fields retained
G_256,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_256,auto_applied,,"event_start,event_end","{""event_end"": ""0.870"", ""event_start"": ""0.770""}","{""event_end"": ""0.840"", ""event_start"": ""0.740""}",field-level evidence applied; unverified secondary fields retained
G_259,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_259,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_260,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_260,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_261,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_261,auto_applied,,region,"{""region"": ""3""}","{""region"": ""4""}",field-level evidence applied; unverified secondary fields retained
G_262,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_262,auto_applied,,"event_start,event_end","{""event_end"": ""1.600"", ""event_start"": ""1.500""}","{""event_end"": ""1.590"", ""event_start"": ""1.520""}",field-level evidence applied; unverified secondary fields retained
G_263,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_263,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
G_265,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_265,auto_applied,,"event_start,event_end","{""event_end"": ""1.440"", ""event_start"": ""1.340""}","{""event_end"": ""1.430"", ""event_start"": ""1.330""}",field-level evidence applied; unverified secondary fields retained
G_266,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_266,auto_applied,,"event_start,event_end","{""event_end"": ""2.060"", ""event_start"": ""1.960""}","{""event_end"": ""1.900"", ""event_start"": ""1.800""}",field-level evidence applied; unverified secondary fields retained
G_268,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_268,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_269,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_269,auto_applied,,"event_start,event_end","{""event_end"": ""2.080"", ""event_start"": ""1.980""}","{""event_end"": ""2.100"", ""event_start"": ""2.000""}",field-level evidence applied; unverified secondary fields retained
G_270,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_270,pass,,,{},{},field-level evidence applied; unverified secondary fields retained
G_272,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_272,auto_applied,,"region,bounce","{""bounce"": ""no"", ""region"": ""1""}","{""bounce"": ""yes"", ""region"": ""3""}",field-level evidence applied; unverified secondary fields retained
G_273,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_273,auto_applied,,"event_start,event_end","{""event_end"": ""3.740"", ""event_start"": ""3.640""}","{""event_end"": ""3.730"", ""event_start"": ""3.630""}",field-level evidence applied; unverified secondary fields retained
G_274,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_274,auto_applied,,"event_start,event_end","{""event_end"": ""1.260"", ""event_start"": ""1.160""}","{""event_end"": ""1.220"", ""event_start"": ""1.180""}",field-level evidence applied; unverified secondary fields retained
G_279,dataset_rejected\qwen_auto_qc_20260713\dataset\ground_ball\Codex_Workstation\G_279,permissive_reject,,,{},{},one review stage explicitly found the sample unusable
