dataset_path,sample_id,label,source_group,split
dataset/fly_ball/Codex_Workstation/F_0521,F_0521,fly_ball,MLB_778070_corey-seager-singles-on-a-sharp-line-drive-to-left-fielder-randy-aroz,train
dataset/fly_ball/Codex_Workstation/F_0527,F_0527,fly_ball,MLB_778119_chase-petty-in-play-run-s-to-jordan-walker,train
dataset/fly_ball/Codex_Workstation/F_0528,F_0528,fly_ball,MLB_778120_aj-smith-shawver-exits-with-apparent-injury,test
dataset/fly_ball/Codex_Workstation/F_0529,F_0529,fly_ball,MLB_778121_luis-rengifo-lines-out-to-first-baseman-rowdy-tellez,val
dataset/fly_ball/Codex_Workstation/F_0530,F_0530,fly_ball,MLB_778133_carlos-rodon-in-play-out-s-to-adley-rutschman,train
dataset/fly_ball/Codex_Workstation/F_0533,F_0533,fly_ball,MLB_778164_quinn-priester-in-play-run-s-to-brendan-donovan,train
dataset/fly_ball/Codex_Workstation/F_0537,F_0537,fly_ball,MLB_778201_harrison-bader-lines-out-to-center-fielder-luis-robert-jr,test
dataset/fly_ball/Codex_Workstation/F_0542,F_0542,fly_ball,MLB_778220_dustin-may-in-play-run-s-to-dansby-swanson,train
dataset/fly_ball/Codex_Workstation/F_0547,F_0547,fly_ball,MLB_778241_dylan-moore-homers-5-on-a-fly-ball-to-left-center-field-0vxbqp,val
dataset/fly_ball/Codex_Workstation/F_0548,F_0548,fly_ball,MLB_778242_alexander-canario-s-sprawling-catch,train
dataset/fly_ball/Codex_Workstation/F_0552,F_0552,fly_ball,MLB_778268_ryne-nelson-in-play-no-out-to-kyle-tucker,train
dataset/fly_ball/Codex_Workstation/F_0557,F_0557,fly_ball,MLB_778282_oswaldo-cabrera-homers-1-on-a-line-drive-to-right-center-field,train
dataset/fly_ball/Codex_Workstation/F_0558,F_0558,fly_ball,MLB_778282_richie-palacios-doubles-1-on-a-sharp-line-drive-to-center-fielder-cod,val
dataset/fly_ball/Codex_Workstation/F_0561,F_0561,fly_ball,MLB_778328_brandon-lowe-singles-on-a-sharp-line-drive-to-left-fielder-jarren-dur,test
dataset/fly_ball/Codex_Workstation/F_0564,F_0564,fly_ball,MLB_778366_lenyn-sosa-doubles-2-on-a-line-drive-to-left-fielder-jarren-duran-lui,train
dataset/fly_ball/Codex_Workstation/F_0568,F_0568,fly_ball,MLB_778391_jakob-junis-in-play-out-s-to-miguel-vargas,train
dataset/fly_ball/Codex_Workstation/F_0574,F_0574,fly_ball,MLB_777034_edwin-diaz-in-play-out-s-to-mike-trout,train
dataset/fly_ball/Codex_Workstation/F_0575,F_0575,fly_ball,MLB_777047_dansby-swanson-turns-unassisted-dp-after-review,train
dataset/fly_ball/Codex_Workstation/F_0576,F_0576,fly_ball,MLB_777047_matthew-boyd-in-play-out-s-to-kyle-isbel,train
dataset/fly_ball/Codex_Workstation/F_0577,F_0577,fly_ball,MLB_777069_rafael-montero-in-play-out-s-to-wilmer-flores,train
dataset/fly_ball/Codex_Workstation/F_0578,F_0578,fly_ball,MLB_777120_austin-slater-s-line-drive-ruled-foul-after-review,train
dataset/fly_ball/Codex_Workstation/F_0581,F_0581,fly_ball,MLB_777409_eric-orze-in-play-out-s-to-jahmai-jones,train
dataset/fly_ball/Codex_Workstation/F_0582,F_0582,fly_ball,MLB_777586_ryan-bergert-in-play-out-s-to-joey-ortiz,train
dataset/fly_ball/Codex_Workstation/F_0583,F_0583,fly_ball,MLB_777717_casey-schmitt-grounds-out-second-baseman-javier-sanoja-to-first-basem,train
dataset/fly_ball/Codex_Workstation/F_0584,F_0584,fly_ball,MLB_777973_brock-burke-in-play-out-s-to-emmanuel-rivera,train
dataset/fly_ball/Codex_Workstation/F_0587,F_0587,fly_ball,MLB_778225_aaron-nola-in-play-out-s-to-jesse-winker-rnn0kh,train
dataset/fly_ball/Codex_Workstation/F_0589,F_0589,fly_ball,MLB_778299_umpire-exits-after-being-hit-with-liner,train
dataset/fly_ball/Codex_Workstation/F_0593,F_0593,fly_ball,MLB_776311_blake-treinen-in-play-run-s-to-j-t-realmuto,train
dataset/fly_ball/Codex_Workstation/F_0594,F_0594,fly_ball,MLB_776312_kyle-leahy-in-play-run-s-to-will-benson,train
dataset/fly_ball/Codex_Workstation/F_0595,F_0595,fly_ball,MLB_776312_sal-stewart-homers-4-on-a-fly-ball-to-left-field,train
dataset/fly_ball/Codex_Workstation/F_0599,F_0599,fly_ball,MLB_776315_daylen-lile-homers-6-on-a-fly-ball-to-right-field,val
dataset/fly_ball/Codex_Workstation/F_0611,F_0611,fly_ball,MLB_776334_field-view-witt-jr-s-solo-home-run,test
dataset/fly_ball/Codex_Workstation/F_0613,F_0613,fly_ball,MLB_776335_luis-curvelo-in-play-run-s-to-pete-alonso,train
dataset/fly_ball/Codex_Workstation/F_0614,F_0614,fly_ball,MLB_776335_pete-alonso-s-walk-off-home-run-snaps-losing-streak,val
dataset/fly_ball/Codex_Workstation/F_0616,F_0616,fly_ball,MLB_776338_michael-busch-homers-27-on-a-fly-ball-to-center-field,train
dataset/fly_ball/Codex_Workstation/F_0622,F_0622,fly_ball,MLB_776351_dylan-crews-homers-9-on-a-fly-ball-to-center-field-jacob-young-scores,train
dataset/fly_ball/Codex_Workstation/F_0623,F_0623,fly_ball,MLB_776351_spencer-horwitz-homers-9-on-a-fly-ball-to-right-field-jared-triolo-sc,test
dataset/fly_ball/Codex_Workstation/F_0624,F_0624,fly_ball,MLB_776352_ian-happ-homers-21-on-a-fly-ball-to-right-field,val
dataset/fly_ball/Codex_Workstation/F_0625,F_0625,fly_ball,MLB_776359_dylan-moore-homers-11-on-a-fly-ball-to-left-center-field-wyatt-langfo,train
dataset/fly_ball/Codex_Workstation/F_0627,F_0627,fly_ball,MLB_776359_jacob-degrom-in-play-out-s-to-juan-soto-tzfihb,train
dataset/fly_ball/Codex_Workstation/F_0631,F_0631,fly_ball,MLB_776366_heriberto-hernandez-homers-8-on-a-fly-ball-to-right-field,val
dataset/fly_ball/Codex_Workstation/F_0633,F_0633,fly_ball,MLB_776368_aaron-judge-homers-45-on-a-fly-ball-to-center-field-uoquuz,train
dataset/fly_ball/Codex_Workstation/F_0634,F_0634,fly_ball,MLB_776368_aaron-judge-homers-46-on-a-fly-ball-to-center-field,val
dataset/fly_ball/Codex_Workstation/F_0638,F_0638,fly_ball,MLB_776368_giancarlo-stanton-homers-20-on-a-fly-ball-to-left-field,train
dataset/fly_ball/Codex_Workstation/F_0648,F_0648,fly_ball,MLB_776376_cole-sands-in-play-run-s-to-mike-trout,train
dataset/fly_ball/Codex_Workstation/F_0650,F_0650,fly_ball,MLB_776376_zach-neto-homers-26-on-a-fly-ball-to-left-field-mike-trout-scores,train
dataset/fly_ball/Codex_Workstation/F_0651,F_0651,fly_ball,MLB_776379_payton-tolle-in-play-run-s-to-nick-kurtz,train
dataset/fly_ball/Codex_Workstation/F_0657,F_0657,fly_ball,MLB_776398_aaron-judge-homers-44-on-a-line-drive-to-right-center-field,train
dataset/fly_ball/Codex_Workstation/F_0658,F_0658,fly_ball,MLB_776401_jeremiah-jackson-homers-5-on-a-fly-ball-to-right-field,train
dataset/fly_ball/Codex_Workstation/F_0659,F_0659,fly_ball,MLB_776401_ryan-mountcastle-out-on-a-sacrifice-fly-to-center-fielder-oneil-cruz-,test
dataset/fly_ball/Codex_Workstation/F_0662,F_0662,fly_ball,MLB_776404_kemp-and-bader-hit-back-to-back-homers,train
dataset/fly_ball/Codex_Workstation/F_0664,F_0664,fly_ball,MLB_776404_mark-vientos-homers-17-on-a-fly-ball-to-left-center-field,val
dataset/fly_ball/Codex_Workstation/F_0671,F_0671,fly_ball,MLB_776409_luis-garcia-jr-homers-13-on-a-fly-ball-to-right-field,train
dataset/fly_ball/Codex_Workstation/F_0676,F_0676,fly_ball,MLB_776412_matt-olson-homers-23-on-a-fly-ball-to-center-field,val
dataset/fly_ball/Codex_Workstation/F_0678,F_0678,fly_ball,MLB_776427_shohei-ohtani-mookie-betts-hit-back-to-back-homers,train
dataset/fly_ball/Codex_Workstation/F_0679,F_0679,fly_ball,MLB_776427_shohei-ohtani-s-two-homer-game-x6514,train
dataset/fly_ball/Codex_Workstation/F_0680,F_0680,fly_ball,MLB_776428_cal-raleigh-homers-53-on-a-fly-ball-to-center-field-victor-robles-sco,train
dataset/fly_ball/Codex_Workstation/F_0681,F_0681,fly_ball,MLB_776428_eugenio-suarez-homers-45-on-a-fly-ball-to-left-field-dominic-canzone-,train
dataset/fly_ball/Codex_Workstation/F_0682,F_0682,fly_ball,MLB_776428_eugenio-suarez-s-solo-home-run-44,train
dataset/fly_ball/Codex_Workstation/F_0683,F_0683,fly_ball,MLB_776428_eugenio-suarez-s-two-homer-game-against-the-braves,test
dataset/fly_ball/Codex_Workstation/F_0684,F_0684,fly_ball,MLB_776428_field-view-cal-raleigh-s-53rd-home-run,train
dataset/fly_ball/Codex_Workstation/F_0685,F_0685,fly_ball,MLB_776428_jorge-polanco-out-on-a-sacrifice-fly-to-center-fielder-michael-harris,train
dataset/fly_ball/Codex_Workstation/F_0686,F_0686,fly_ball,MLB_776428_josh-naylor-s-solo-home-run-18,train
dataset/fly_ball/Codex_Workstation/F_0688,F_0688,fly_ball,MLB_776428_polanco-naylor-crush-back-to-back-homers-in-3rd,train
dataset/fly_ball/Codex_Workstation/F_0695,F_0695,fly_ball,MLB_776438_tanner-bibee-in-play-run-s-to-josh-lowe,test
dataset/fly_ball/Codex_Workstation/F_0706,F_0706,fly_ball,MLB_776452_keider-montero-in-play-run-s-to-colson-montgomery-ubad7s,train
dataset/fly_ball/Codex_Workstation/F_0710,F_0710,fly_ball,MLB_776455_luis-garcia-jr-s-sac-fly-x2532,train
dataset/fly_ball/Codex_Workstation/F_0772,F_0772,fly_ball,MLB_776315_matt-olson-s-incredible-day-at-the-plate,train
dataset/fly_ball/Codex_Workstation/F_0774,F_0774,fly_ball,MLB_776318_pete-crow-armstrong-homers-29-on-a-fly-ball-to-right-center-field,train
dataset/fly_ball/Codex_Workstation/F_0786,F_0786,fly_ball,MLB_776338_drew-rasmussen-in-play-run-s-to-moises-ballesteros,train
dataset/fly_ball/Codex_Workstation/F_0789,F_0789,fly_ball,MLB_776338_nick-fortes-homers-5-on-a-fly-ball-to-left-center-field,train
dataset/fly_ball/Codex_Workstation/F_0799,F_0799,fly_ball,MLB_776352_christopher-morel-homers-11-on-a-fly-ball-to-left-center-field-chandl,train
dataset/fly_ball/Codex_Workstation/F_0826,F_0826,fly_ball,MLB_776409_nationals-score-six-runs-in-the-5th-inning,train
dataset/fly_ball/Codex_Workstation/F_0830,F_0830,fly_ball,MLB_776411_zach-neto-steals-his-25th-base-of-the-season,val
dataset/fly_ball/Codex_Workstation/F_0848,F_0848,fly_ball,MLB_776455_ian-happ-homers-20-on-a-fly-ball-to-center-field-9zc08k,train
dataset/fly_ball/Codex_Workstation/F_0849,F_0849,fly_ball,MLB_776455_javier-assad-in-play-run-s-to-luis-garcia-jr,train
dataset/fly_ball/Codex_Workstation/F_0860,F_0860,fly_ball,MLB_776477_joey-wiemer-homers-1-on-a-fly-ball-to-left-field-eric-wagaman-scores,train
dataset/fly_ball/Codex_Workstation/F_0880,F_0880,fly_ball,MLB_776138_nick-kurtz-homers-36-on-a-fly-ball-to-left-center-field-colby-thomas-,train
dataset/fly_ball/Codex_Workstation/F_0887,F_0887,fly_ball,MLB_776146_brenton-doyle-homers-15-on-a-fly-ball-to-left-center-field,train
dataset/fly_ball/Codex_Workstation/F_0889,F_0889,fly_ball,MLB_776146_jordan-beck-homers-16-on-a-fly-ball-to-center-field,train
dataset/fly_ball/Codex_Workstation/F_0894,F_0894,fly_ball,MLB_776159_jonathan-aranda-homers-14-on-a-fly-ball-to-center-field,val
dataset/fly_ball/Codex_Workstation/F_0896,F_0896,fly_ball,MLB_776160_daylen-lile-homers-9-on-a-fly-ball-to-right-center-field-josh-bell-sc,val
dataset/fly_ball/Codex_Workstation/F_0897,F_0897,fly_ball,MLB_776160_james-wood-homers-31-on-a-fly-ball-to-center-field,test
dataset/fly_ball/Codex_Workstation/F_0901,F_0901,fly_ball,MLB_776164_michael-busch-homers-33-on-a-fly-ball-to-right-center-field,train
dataset/fly_ball/Codex_Workstation/F_0902,F_0902,fly_ball,MLB_776164_michael-busch-homers-34-on-a-fly-ball-to-left-center-field-matt-shaw-,train
dataset/fly_ball/Codex_Workstation/F_0903,F_0903,fly_ball,MLB_776164_michael-busch-s-two-homer-four-hit-game,val
dataset/fly_ball/Codex_Workstation/F_0904,F_0904,fly_ball,MLB_776164_seiya-suzuki-homers-31-on-a-fly-ball-to-left-center-field,train
dataset/fly_ball/Codex_Workstation/F_0905,F_0905,fly_ball,MLB_776165_cade-cavalli-in-play-run-s-to-lenyn-sosa-f66e8b,train
dataset/fly_ball/Codex_Workstation/F_0906,F_0906,fly_ball,MLB_776165_cj-abrams-homers-19-on-a-fly-ball-to-right-field,test
dataset/fly_ball/Codex_Workstation/F_0907,F_0907,fly_ball,MLB_776165_garcia-jr-hits-three-homers-against-the-white-sox,train
dataset/fly_ball/Codex_Workstation/F_0910,F_0910,fly_ball,MLB_776165_luis-garcia-jr-homers-14-on-a-fly-ball-to-center-field,test
dataset/fly_ball/Codex_Workstation/F_0911,F_0911,fly_ball,MLB_776165_luis-garcia-jr-homers-16-on-a-fly-ball-to-right-field-x6112,train
dataset/fly_ball/Codex_Workstation/F_0912,F_0912,fly_ball,MLB_776165_yoendrys-gomez-in-play-run-s-to-josh-bell,train
dataset/fly_ball/Codex_Workstation/F_0913,F_0913,fly_ball,MLB_776167_michael-busch-homers-32-on-a-fly-ball-to-center-field,test
dataset/fly_ball/Codex_Workstation/F_0920,F_0920,fly_ball,MLB_776174_jordan-westburg-homers-16-on-a-line-drive-to-left-field-coby-mayo-sco,val
dataset/fly_ball/Codex_Workstation/F_0921,F_0921,fly_ball,MLB_776182_nick-kurtz-two-homer-game,val
dataset/fly_ball/Codex_Workstation/F_0925,F_0925,fly_ball,MLB_776185_freddie-freeman-s-two-homer-outing,train
dataset/fly_ball/Codex_Workstation/F_0928,F_0928,fly_ball,MLB_776189_field-view-riley-greene-s-solo-home-run-x4558,train
dataset/fly_ball/Codex_Workstation/F_0934,F_0934,fly_ball,MLB_776200_james-wood-homers-29-on-a-fly-ball-to-center-field,train
dataset/fly_ball/Codex_Workstation/F_0936,F_0936,fly_ball,MLB_776200_james-wood-s-two-homer-game-x1595,train
dataset/fly_ball/Codex_Workstation/F_0939,F_0939,fly_ball,MLB_776200_marcell-ozuna-homers-21-on-a-fly-ball-to-center-field-w3nq4q,train
dataset/fly_ball/Codex_Workstation/F_0940,F_0940,fly_ball,MLB_776200_tyler-kinley-in-play-run-s-to-james-wood,val
dataset/fly_ball/Codex_Workstation/F_0946,F_0946,fly_ball,MLB_776216_colson-montgomery-homers-19-on-a-fly-ball-to-right-center-field-kyle-,val
dataset/fly_ball/Codex_Workstation/F_0949,F_0949,fly_ball,MLB_776219_michael-harris-ii-homers-19-on-a-fly-ball-to-center-field,train
dataset/fly_ball/Codex_Workstation/F_0952,F_0952,fly_ball,MLB_776220_rafael-devers-homers-33-on-a-fly-ball-to-left-center-field,test
dataset/fly_ball/Codex_Workstation/F_0953,F_0953,fly_ball,MLB_776221_nasim-nunez-homers-4-on-a-fly-ball-to-right-field,test
dataset/fly_ball/Codex_Workstation/F_0960,F_0960,fly_ball,MLB_776234_jared-triolo-s-four-hit-three-rbi-game,train
dataset/fly_ball/Codex_Workstation/F_0962,F_0962,fly_ball,MLB_776235_sean-burke-in-play-run-s-to-fernando-tatis-jr,val
dataset/fly_ball/Codex_Workstation/F_0963,F_0963,fly_ball,MLB_776237_francisco-alvarez-lines-out-sharply-to-center-fielder-jacob-young,train
dataset/fly_ball/Codex_Workstation/F_0965,F_0965,fly_ball,MLB_776237_jacob-young-robs-a-home-run-after-review,train
dataset/fly_ball/Codex_Workstation/F_0966,F_0966,fly_ball,MLB_776237_jacob-young-s-stupendous-outfield-catches,test
dataset/fly_ball/Codex_Workstation/F_0967,F_0967,fly_ball,MLB_776237_sean-manaea-in-play-run-s-to-nasim-nunez,train
dataset/fly_ball/Codex_Workstation/F_0971,F_0971,fly_ball,MLB_776240_samuel-basallo-homers-4-on-a-fly-ball-to-right-field,val
dataset/fly_ball/Codex_Workstation/F_0973,F_0973,fly_ball,MLB_776252_tyler-rogers-in-play-run-s-to-daylen-lile,train
dataset/fly_ball/Codex_Workstation/F_0974,F_0974,fly_ball,MLB_776254_reese-mcguire-homers-9-on-a-fly-ball-to-right-field,train
dataset/fly_ball/Codex_Workstation/F_0975,F_0975,fly_ball,MLB_776254_spencer-steer-homers-21-on-a-fly-ball-to-left-center-field,train
dataset/fly_ball/Codex_Workstation/F_0982,F_0982,fly_ball,MLB_776266_luis-severino-in-play-run-s-to-nick-gonzales,train
dataset/fly_ball/Codex_Workstation/F_0994,F_0994,fly_ball,MLB_776269_eric-lauer-in-play-run-s-to-carson-williams,train
dataset/fly_ball/Codex_Workstation/F_0999,F_0999,fly_ball,MLB_776281_brent-rooker-homers-30-on-a-fly-ball-to-left-field-lawrence-butler-sc,test
dataset/fly_ball/Codex_Workstation/F_1013,F_1013,fly_ball,MLB_776304_brett-baty-homers-17-on-a-fly-ball-to-right-center-field-jeff-mcneil-,val
dataset/fly_ball/Codex_Workstation/F_1015,F_1015,fly_ball,MLB_776304_francisco-lindor-homers-27-on-a-fly-ball-to-right-center-field-awcvuk,train
dataset/fly_ball/Codex_Workstation/F_1016,F_1016,fly_ball,MLB_776304_freddy-fermin-homers-5-on-a-fly-ball-to-left-field-ysngvm,train
dataset/fly_ball/Codex_Workstation/F_1017,F_1017,fly_ball,MLB_776304_jackson-merrill-homers-14-on-a-fly-ball-to-center-field-xhp7f2,train
dataset/fly_ball/Codex_Workstation/F_1018,F_1018,fly_ball,MLB_776304_jake-cronenworth-homers-11-on-a-fly-ball-to-center-field,train
dataset/fly_ball/Codex_Workstation/F_1034,F_1034,fly_ball,MLB_813069_teoscar-hernandez-s-second-home-run-2352,val
dataset/fly_ball/Codex_Workstation/F_1065,F_1065,fly_ball,MLB_776218_riley-greene-homers-35-on-a-fly-ball-to-right-field,train
dataset/fly_ball/Codex_Workstation/F_1108,F_1108,fly_ball,MLB_777839_bo-naylor-homers-13-on-a-fly-ball-to-right-center-field,val
dataset/fly_ball/Codex_Workstation/F_1110,F_1110,fly_ball,MLB_777839_bo-naylor-s-two-homer-two-rbi-game-vs-the-twins,train
dataset/fly_ball/Codex_Workstation/F_1125,F_1125,fly_ball,MLB_745066_david-fry-flies-out-to-left-fielder-randy-arozarena,train
dataset/fly_ball/Codex_Workstation/F_1128,F_1128,fly_ball,MLB_745547_aaron-judge-homers-38-on-a-fly-ball-to-left-field,train
dataset/fly_ball/Codex_Workstation/F_1129,F_1129,fly_ball,MLB_745547_austin-wells-triples-1-on-a-fly-ball-to-center-fielder-brandon-marsh-,train
dataset/fly_ball/Codex_Workstation/F_1132,F_1132,fly_ball,MLB_745547_zack-wheeler-in-play-run-s-to-ben-rice,train
dataset/fly_ball/Codex_Workstation/F_1134,F_1134,fly_ball,MLB_745958_jarred-kelenic-homers-12-on-a-fly-ball-to-left-field,test
dataset/fly_ball/Codex_Workstation/F_1135,F_1135,fly_ball,MLB_746218_hans-crouse-in-play-out-s-to-tyler-soderstrom,train
dataset/fly_ball/Codex_Workstation/F_1136,F_1136,fly_ball,MLB_746298_hunter-renfroe-homers-7-on-a-fly-ball-to-left-field,train
dataset/fly_ball/Codex_Workstation/F_1141,F_1141,fly_ball,MLB_746848_jared-koenig-in-play-out-s-to-david-bote,train
dataset/fly_ball/Codex_Workstation/F_1144,F_1144,fly_ball,MLB_744834_joey-meneses-lines-out-to-third-baseman-mark-vientos,test
dataset/fly_ball/Codex_Workstation/F_1146,F_1146,fly_ball,MLB_744907_colin-poche-in-play-out-s-to-daulton-varsho,val
dataset/fly_ball/Codex_Workstation/F_1153,F_1153,fly_ball,MLB_744989_sammy-peralta-in-play-out-s-to-jonah-heim,test
dataset/fly_ball/Codex_Workstation/F_1156,F_1156,fly_ball,MLB_745061_roddery-munoz-in-play-run-s-to-jonny-deluca,train
dataset/fly_ball/Codex_Workstation/F_1157,F_1157,fly_ball,MLB_745071_hunter-harvey-in-play-out-s-to-yandy-diaz,train
dataset/fly_ball/Codex_Workstation/F_1158,F_1158,fly_ball,MLB_745087_michael-massey-makes-a-great-barehanded-play,train
dataset/fly_ball/Codex_Workstation/F_1162,F_1162,fly_ball,MLB_745158_marcell-ozuna-lines-out-sharply-to-center-fielder-michael-siani,train
dataset/fly_ball/Codex_Workstation/F_1169,F_1169,fly_ball,MLB_745317_ryan-yarbrough-in-play-out-s-to-brett-wisely,train
dataset/fly_ball/Codex_Workstation/F_1172,F_1172,fly_ball,MLB_745392_reynaldo-lopez-in-play-out-s-to-jurickson-profar,train
dataset/fly_ball/Codex_Workstation/F_1178,F_1178,fly_ball,MLB_745476_ke-bryan-hayes-lines-out-to-shortstop-francisco-lindor,test
dataset/fly_ball/Codex_Workstation/F_1184,F_1184,fly_ball,MLB_745547_juan-soto-doubles-21-on-a-sharp-line-drive-to-right-fielder-nick-cast,test
dataset/fly_ball/Codex_Workstation/F_1190,F_1190,fly_ball,MLB_745560_cristopher-sanchez-in-play-out-s-to-ali-sanchez,val
dataset/fly_ball/Codex_Workstation/F_1196,F_1196,fly_ball,MLB_745875_davis-martin-in-play-run-s-to-royce-lewis,test
dataset/fly_ball/Codex_Workstation/F_1197,F_1197,fly_ball,MLB_745880_christian-yelich-lines-out-to-left-fielder-matt-wallner,test
dataset/fly_ball/Codex_Workstation/F_1198,F_1198,fly_ball,MLB_745880_jakob-junis-in-play-out-s-to-austin-martin,val
dataset/fly_ball/Codex_Workstation/F_1204,F_1204,fly_ball,MLB_745897_chris-paddack-in-play-out-s-to-michael-toglia,train
dataset/fly_ball/Codex_Workstation/F_1205,F_1205,fly_ball,MLB_745898_chris-paddack-in-play-out-s-to-mj-melendez,train
dataset/fly_ball/Codex_Workstation/F_1206,F_1206,fly_ball,MLB_745903_manuel-margot-doubles-3-on-a-sharp-line-drive-to-center-fielder-kyle-,train
dataset/fly_ball/Codex_Workstation/F_1207,F_1207,fly_ball,MLB_745958_joe-ross-in-play-run-s-to-eddie-rosario,train
dataset/fly_ball/Codex_Workstation/F_1212,F_1212,fly_ball,MLB_745981_vladimir-guerrero-jr-lines-out-sharply-to-shortstop-willy-adames,train
dataset/fly_ball/Codex_Workstation/F_1213,F_1213,fly_ball,MLB_746034_david-peterson-in-play-out-s-to-bryan-de-la-cruz-jwjob1,train
dataset/fly_ball/Codex_Workstation/F_1216,F_1216,fly_ball,MLB_746041_roddery-munoz-in-play-out-s-to-j-d-martinez-0ggim1,train
dataset/fly_ball/Codex_Workstation/F_1217,F_1217,fly_ball,MLB_746045_brayan-bello-in-play-run-s-to-jesus-sanchez,test
dataset/fly_ball/Codex_Workstation/F_1221,F_1221,fly_ball,MLB_746045_xavier-edwards-triples-1-on-a-fly-ball-to-left-fielder-rob-refsnyder,train
dataset/fly_ball/Codex_Workstation/F_1222,F_1222,fly_ball,MLB_746128_cristian-mena-in-play-out-s-to-miguel-rojas-hrftxl,train
dataset/fly_ball/Codex_Workstation/F_1226,F_1226,fly_ball,MLB_746140_miguel-rojas-lines-out-to-center-fielder-brenton-doyle,train
dataset/fly_ball/Codex_Workstation/F_1230,F_1230,fly_ball,MLB_746218_luis-medina-in-play-run-s-to-taylor-ward,train
dataset/fly_ball/Codex_Workstation/F_1231,F_1231,fly_ball,MLB_746219_sal-frelick-flies-out-to-right-fielder-kevin-pillar-in-foul-territory,train
dataset/fly_ball/Codex_Workstation/F_1246,F_1246,fly_ball,MLB_746364_brent-honeywell-in-play-out-s-to-jon-singleton,test
dataset/fly_ball/Codex_Workstation/F_1250,F_1250,fly_ball,MLB_746375_gunnar-henderson-flies-out-to-third-baseman-alex-bregman,train
dataset/fly_ball/Codex_Workstation/F_1270,F_1270,fly_ball,MLB_746694_mark-canha-sliding-catch,val
dataset/fly_ball/Codex_Workstation/F_1275,F_1275,fly_ball,MLB_746714_sam-moll-in-play-run-s-to-fernando-tatis-jr,train
dataset/fly_ball/Codex_Workstation/F_1276,F_1276,fly_ball,MLB_746769_eloy-jimenez-singles-on-a-sharp-line-drive-to-left-fielder-bryan-reyn,train
dataset/fly_ball/Codex_Workstation/F_1278,F_1278,fly_ball,MLB_746778_cal-quantrill-in-play-out-s-to-andrew-benintendi-x3xf0d,train
dataset/fly_ball/Codex_Workstation/F_1283,F_1283,fly_ball,MLB_746845_javier-assad-in-play-out-s-to-nolan-arenado-7zta0t,train
dataset/fly_ball/Codex_Workstation/F_1288,F_1288,fly_ball,MLB_746860_michael-mercado-in-play-out-s-to-cody-bellinger,train
dataset/fly_ball/Zhengxuan_Liu/F_001,F_001,fly_ball,https://www.mlb.com/video/condensed-game-sd-stl-6-16-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_005,F_005,fly_ball,https://www.mlb.com/video/condensed-game-sd-stl-6-16-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,train
dataset/fly_ball/Zhengxuan_Liu/F_006,F_006,fly_ball,https://www.mlb.com/video/condensed-game-tb-lad-6-15-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,val
dataset/fly_ball/Zhengxuan_Liu/F_007,F_007,fly_ball,https://www.mlb.com/video/condensed-game-tb-lad-6-15-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,val
dataset/fly_ball/Zhengxuan_Liu/F_009,F_009,fly_ball,https://www.mlb.com/video/condensed-game-tb-lad-6-15-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,val
dataset/fly_ball/Zhengxuan_Liu/F_011,F_011,fly_ball,https://www.mlb.com/video/condensed-game-tb-lad-6-15-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,val
dataset/fly_ball/Zhengxuan_Liu/F_012,F_012,fly_ball,https://www.mlb.com/video/condensed-game-tb-lad-6-15-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,val
dataset/fly_ball/Zhengxuan_Liu/F_013,F_013,fly_ball,https://www.mlb.com/video/condensed-game-tb-lad-6-15-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,val
dataset/fly_ball/Zhengxuan_Liu/F_014,F_014,fly_ball,https://www.mlb.com/video/condensed-game-tb-lad-6-15-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,val
dataset/fly_ball/Zhengxuan_Liu/F_015,F_015,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
dataset/fly_ball/Zhengxuan_Liu/F_016,F_016,fly_ball,https://www.mlb.com/video/condensed-game-lad-cws-6-14-26?q=ContentTags%20=%20[%22condensed-game%22]%20Order%20By%20Timestamp%20DESC&pt=Condensed%20Games&p=2,test
