global_index,collector,sample_id,main_relative_path,source_txt_path,before_event_start,before_event_end,reason_category,required_next_action,status
1027,Codex_Workstation,F_1133,dataset/fly_ball/Codex_Workstation/F_1133,dataset/fly_ball/Codex_Workstation/F_1133/source.txt,1.970,2.070,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
1025,Codex_Workstation,F_1131,dataset/fly_ball/Codex_Workstation/F_1131,dataset/fly_ball/Codex_Workstation/F_1131/source.txt,1.970,2.070,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
1024,Codex_Workstation,F_1130,dataset/fly_ball/Codex_Workstation/F_1130,dataset/fly_ball/Codex_Workstation/F_1130/source.txt,1.970,2.070,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
1021,Codex_Workstation,F_1127,dataset/fly_ball/Codex_Workstation/F_1127,dataset/fly_ball/Codex_Workstation/F_1127/source.txt,2.330,2.430,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
1020,Codex_Workstation,F_1126,dataset/fly_ball/Codex_Workstation/F_1126,dataset/fly_ball/Codex_Workstation/F_1126/source.txt,1.970,2.070,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1018,Codex_Workstation,F_1124,dataset/fly_ball/Codex_Workstation/F_1124,dataset/fly_ball/Codex_Workstation/F_1124/source.txt,1.970,2.070,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
1017,Codex_Workstation,F_1123,dataset/fly_ball/Codex_Workstation/F_1123,dataset/fly_ball/Codex_Workstation/F_1123/source.txt,1.970,2.070,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1016,Codex_Workstation,F_1122,dataset/fly_ball/Codex_Workstation/F_1122,dataset/fly_ball/Codex_Workstation/F_1122/source.txt,1.970,2.070,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
1015,Codex_Workstation,F_1121,dataset/fly_ball/Codex_Workstation/F_1121,dataset/fly_ball/Codex_Workstation/F_1121/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1014,Codex_Workstation,F_1119,dataset/fly_ball/Codex_Workstation/F_1119,dataset/fly_ball/Codex_Workstation/F_1119/source.txt,1.710,1.810,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1013,Codex_Workstation,F_1118,dataset/fly_ball/Codex_Workstation/F_1118,dataset/fly_ball/Codex_Workstation/F_1118/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1012,Codex_Workstation,F_1116,dataset/fly_ball/Codex_Workstation/F_1116,dataset/fly_ball/Codex_Workstation/F_1116/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1011,Codex_Workstation,F_1115,dataset/fly_ball/Codex_Workstation/F_1115,dataset/fly_ball/Codex_Workstation/F_1115/source.txt,0.690,0.790,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1010,Codex_Workstation,F_1114,dataset/fly_ball/Codex_Workstation/F_1114,dataset/fly_ball/Codex_Workstation/F_1114/source.txt,1.950,2.050,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
1009,Codex_Workstation,F_1113,dataset/fly_ball/Codex_Workstation/F_1113,dataset/fly_ball/Codex_Workstation/F_1113/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1008,Codex_Workstation,F_1112,dataset/fly_ball/Codex_Workstation/F_1112,dataset/fly_ball/Codex_Workstation/F_1112/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1006,Codex_Workstation,F_1109,dataset/fly_ball/Codex_Workstation/F_1109,dataset/fly_ball/Codex_Workstation/F_1109/source.txt,1.950,2.050,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
1004,Codex_Workstation,F_1107,dataset/fly_ball/Codex_Workstation/F_1107,dataset/fly_ball/Codex_Workstation/F_1107/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1003,Codex_Workstation,F_1106,dataset/fly_ball/Codex_Workstation/F_1106,dataset/fly_ball/Codex_Workstation/F_1106/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1002,Codex_Workstation,F_1105,dataset/fly_ball/Codex_Workstation/F_1105,dataset/fly_ball/Codex_Workstation/F_1105/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1001,Codex_Workstation,F_1104,dataset/fly_ball/Codex_Workstation/F_1104,dataset/fly_ball/Codex_Workstation/F_1104/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
1000,Codex_Workstation,F_1103,dataset/fly_ball/Codex_Workstation/F_1103,dataset/fly_ball/Codex_Workstation/F_1103/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
999,Codex_Workstation,F_1102,dataset/fly_ball/Codex_Workstation/F_1102,dataset/fly_ball/Codex_Workstation/F_1102/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
998,Codex_Workstation,F_1099,dataset/fly_ball/Codex_Workstation/F_1099,dataset/fly_ball/Codex_Workstation/F_1099/source.txt,1.950,2.050,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
997,Codex_Workstation,F_1098,dataset/fly_ball/Codex_Workstation/F_1098,dataset/fly_ball/Codex_Workstation/F_1098/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
996,Codex_Workstation,F_1097,dataset/fly_ball/Codex_Workstation/F_1097,dataset/fly_ball/Codex_Workstation/F_1097/source.txt,1.950,2.050,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
995,Codex_Workstation,F_1096,dataset/fly_ball/Codex_Workstation/F_1096,dataset/fly_ball/Codex_Workstation/F_1096/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
994,Codex_Workstation,F_1095,dataset/fly_ball/Codex_Workstation/F_1095,dataset/fly_ball/Codex_Workstation/F_1095/source.txt,1.950,2.050,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
993,Codex_Workstation,F_1093,dataset/fly_ball/Codex_Workstation/F_1093,dataset/fly_ball/Codex_Workstation/F_1093/source.txt,1.950,2.050,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
992,Codex_Workstation,F_1092,dataset/fly_ball/Codex_Workstation/F_1092,dataset/fly_ball/Codex_Workstation/F_1092/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
991,Codex_Workstation,F_1090,dataset/fly_ball/Codex_Workstation/F_1090,dataset/fly_ball/Codex_Workstation/F_1090/source.txt,1.950,2.050,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
990,Codex_Workstation,F_1089,dataset/fly_ball/Codex_Workstation/F_1089,dataset/fly_ball/Codex_Workstation/F_1089/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
989,Codex_Workstation,F_1087,dataset/fly_ball/Codex_Workstation/F_1087,dataset/fly_ball/Codex_Workstation/F_1087/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
988,Codex_Workstation,F_1086,dataset/fly_ball/Codex_Workstation/F_1086,dataset/fly_ball/Codex_Workstation/F_1086/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
987,Codex_Workstation,F_1085,dataset/fly_ball/Codex_Workstation/F_1085,dataset/fly_ball/Codex_Workstation/F_1085/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
986,Codex_Workstation,F_1084,dataset/fly_ball/Codex_Workstation/F_1084,dataset/fly_ball/Codex_Workstation/F_1084/source.txt,1.950,2.050,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
985,Codex_Workstation,F_1083,dataset/fly_ball/Codex_Workstation/F_1083,dataset/fly_ball/Codex_Workstation/F_1083/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
984,Codex_Workstation,F_1082,dataset/fly_ball/Codex_Workstation/F_1082,dataset/fly_ball/Codex_Workstation/F_1082/source.txt,1.950,2.050,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
983,Codex_Workstation,F_1080,dataset/fly_ball/Codex_Workstation/F_1080,dataset/fly_ball/Codex_Workstation/F_1080/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
982,Codex_Workstation,F_1079,dataset/fly_ball/Codex_Workstation/F_1079,dataset/fly_ball/Codex_Workstation/F_1079/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
981,Codex_Workstation,F_1078,dataset/fly_ball/Codex_Workstation/F_1078,dataset/fly_ball/Codex_Workstation/F_1078/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
980,Codex_Workstation,F_1077,dataset/fly_ball/Codex_Workstation/F_1077,dataset/fly_ball/Codex_Workstation/F_1077/source.txt,0.290,0.390,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
979,Codex_Workstation,F_1076,dataset/fly_ball/Codex_Workstation/F_1076,dataset/fly_ball/Codex_Workstation/F_1076/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
978,Codex_Workstation,F_1074,dataset/fly_ball/Codex_Workstation/F_1074,dataset/fly_ball/Codex_Workstation/F_1074/source.txt,1.950,2.050,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
977,Codex_Workstation,F_1073,dataset/fly_ball/Codex_Workstation/F_1073,dataset/fly_ball/Codex_Workstation/F_1073/source.txt,1.950,2.050,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
976,Codex_Workstation,F_1072,dataset/fly_ball/Codex_Workstation/F_1072,dataset/fly_ball/Codex_Workstation/F_1072/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
975,Codex_Workstation,F_1071,dataset/fly_ball/Codex_Workstation/F_1071,dataset/fly_ball/Codex_Workstation/F_1071/source.txt,1.950,2.050,visible_contact_audio_unresolved,recover source and re-localize normal-speed bat-contact audio,pending_source_recovery
974,Codex_Workstation,F_1070,dataset/fly_ball/Codex_Workstation/F_1070,dataset/fly_ball/Codex_Workstation/F_1070/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
973,Codex_Workstation,F_1069,dataset/fly_ball/Codex_Workstation/F_1069,dataset/fly_ball/Codex_Workstation/F_1069/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
972,Codex_Workstation,F_1068,dataset/fly_ball/Codex_Workstation/F_1068,dataset/fly_ball/Codex_Workstation/F_1068/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
971,Codex_Workstation,F_1067,dataset/fly_ball/Codex_Workstation/F_1067,dataset/fly_ball/Codex_Workstation/F_1067/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
970,Codex_Workstation,F_1066,dataset/fly_ball/Codex_Workstation/F_1066,dataset/fly_ball/Codex_Workstation/F_1066/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
968,Codex_Workstation,F_1064,dataset/fly_ball/Codex_Workstation/F_1064,dataset/fly_ball/Codex_Workstation/F_1064/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
967,Codex_Workstation,F_1063,dataset/fly_ball/Codex_Workstation/F_1063,dataset/fly_ball/Codex_Workstation/F_1063/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
966,Codex_Workstation,F_1061,dataset/fly_ball/Codex_Workstation/F_1061,dataset/fly_ball/Codex_Workstation/F_1061/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
965,Codex_Workstation,F_1058,dataset/fly_ball/Codex_Workstation/F_1058,dataset/fly_ball/Codex_Workstation/F_1058/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
964,Codex_Workstation,F_1057,dataset/fly_ball/Codex_Workstation/F_1057,dataset/fly_ball/Codex_Workstation/F_1057/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
963,Codex_Workstation,F_1055,dataset/fly_ball/Codex_Workstation/F_1055,dataset/fly_ball/Codex_Workstation/F_1055/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
962,Codex_Workstation,F_1054,dataset/fly_ball/Codex_Workstation/F_1054,dataset/fly_ball/Codex_Workstation/F_1054/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
961,Codex_Workstation,F_1053,dataset/fly_ball/Codex_Workstation/F_1053,dataset/fly_ball/Codex_Workstation/F_1053/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
960,Codex_Workstation,F_1052,dataset/fly_ball/Codex_Workstation/F_1052,dataset/fly_ball/Codex_Workstation/F_1052/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
959,Codex_Workstation,F_1051,dataset/fly_ball/Codex_Workstation/F_1051,dataset/fly_ball/Codex_Workstation/F_1051/source.txt,1.950,2.050,no_verified_live_contact_in_clip,recover source and recut around an actual live batting action,pending_source_recovery
958,Codex_Workstation,F_1050,dataset/fly_ball/Codex_Workstation/F_1050,dataset/fly_ball/Codex_Workstation/F_1050/source.txt,1.950,2.050,contact_pair_unverified,recover source and recut to make video and normal-speed audio unambiguous,pending_source_recovery
