global_index,repair_batch,repair_batch_index,collector,sample_id,main_relative_path,before_event_start,before_event_end,old_prefilter_status,old_primary_error,qwen_model,qwen_decision,qwen_visual_time,qwen_window_start,qwen_window_end,qwen_contact_sound_audible,qwen_contact_sound_normal_speed,selected_candidate_index,selected_candidate_time,selected_candidate_probability,selected_candidate_score,proposed_event_start,proposed_event_end,disposition,visual_evidence,failure_reason
1144,audit_checkpoint_001,64,Codex_Workstation,F_1258,dataset/fly_ball/Codex_Workstation/F_1258,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with the ball already in play in the outfield; no batter, pitch, or swing is visible.",No live bat-ball contact is visible in the clip.
1143,audit_checkpoint_001,65,Codex_Workstation,F_1257,dataset/fly_ball/Codex_Workstation/F_1257,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip begins with the ball already in flight to right-center field (00:00). It shows outfielders chasing the ball and a runner rounding the bases. No batter, pitch delivery, swing, or bat-ball contact is visible at any point.",No live batting action is visible; the clip starts after contact has occurred.
1142,audit_checkpoint_001,66,Codex_Workstation,F_1255,dataset/fly_ball/Codex_Workstation/F_1255,3.066,3.166,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows an outfielder running to catch a fly ball and then celebrating the final out. The actual pitch, batter swing, and contact moment are not visible in this clip.",No live batting action or bat-ball contact is visible; the clip only shows the result of the play (the catch) and the subsequent celebration.
1141,audit_checkpoint_001,67,Codex_Workstation,F_1254,dataset/fly_ball/Codex_Workstation/F_1254,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with the ball already in flight in the outfield and a runner rounding the bases. There is no footage of the batter, pitcher, or the moment of bat-ball contact.",No live batting action is visible. The clip starts after the ball has been hit.
1140,audit_checkpoint_001,68,Codex_Workstation,F_1253,dataset/fly_ball/Codex_Workstation/F_1253,3.964,4.064,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"No live pitch-swing-contact sequence is visible. The clip shows a batter standing after a play (0:00–0:01), then pitcher/catcher walking off and dugout celebration (0:01–0:06). No batting action or ball departure is shown.",No visible batting action; cannot verify contact.
1139,audit_checkpoint_001,69,Codex_Workstation,F_1252,dataset/fly_ball/Codex_Workstation/F_1252,6.615,6.715,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,0.2,0.0,1.5,True,True,,,,,,,contact_visible_audio_unresolved,At 0:00–0:02 the batter is shown swinging and making contact; at 0:03–0:04 the ball flight and outfielder are visible.,
1138,audit_checkpoint_001,70,Codex_Workstation,F_1251,dataset/fly_ball/Codex_Workstation/F_1251,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows a slow-motion replay of a play at first base, indicated by the 'REPLAY REVIEW' graphic. There is no batter, pitch, or swing visible in the clip.",No live batting action is present in the video; it is a replay of a field play.
1137,audit_checkpoint_001,71,Codex_Workstation,F_1250,dataset/fly_ball/Codex_Workstation/F_1250,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,1.0,0.0,3.0,True,True,15,0.863,0.99999879,7.309,0.813,0.913,candidate_bound_pending_second_review,"The video begins with a pitcher delivering the ball and the batter swinging, making contact at approximately 00:01. The camera immediately cuts to follow the ball's flight into the outfield where fielders are running.",
1136,audit_checkpoint_001,72,Codex_Workstation,F_1249,dataset/fly_ball/Codex_Workstation/F_1249,3.601,3.701,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows a pitcher on the mound reacting to a play that has already occurred. He is holding the baseball and looking toward the infield/outfield. There is no batter visible, no pitch thrown, and no swing taken within the clip duration.","No live batting action (pitch, swing, contact) is visible in the video clip; it only shows the aftermath of a play."
1135,audit_checkpoint_001,73,Codex_Workstation,F_1248,dataset/fly_ball/Codex_Workstation/F_1248,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video starts with the ball already in flight towards the outfield. No batter, pitcher, or swing is visible at any point in the clip.",No live batting action is visible; the clip shows only the result of a hit (ball in flight and catch).
1134,audit_checkpoint_001,74,Codex_Workstation,F_1247,dataset/fly_ball/Codex_Workstation/F_1247,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows the aftermath of a play: an outfielder pointing (00:00), a runner jogging off the field (00:01), and players walking on the field (00:03-00:06). No batter, pitch, or swing is visible.",No live batting action is visible in the clip; it only shows post-play reactions.
1133,audit_checkpoint_001,75,Codex_Workstation,F_1246,dataset/fly_ball/Codex_Workstation/F_1246,1.790,1.890,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,1.5,0.5,3.0,True,True,1,1.872,0.99893178,10.589,1.822,1.922,candidate_bound_pending_second_review,A pitcher delivers a pitch at 0:00-0:01. The batter swings and makes contact with the ball around 0:01-0:02. The camera follows the batted ball to the infield where a fielder makes a diving stop.,
1132,audit_checkpoint_001,76,Codex_Workstation,F_1245,dataset/fly_ball/Codex_Workstation/F_1245,5.589,5.689,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with an outfielder already diving to catch a fly ball. There is no footage of the batter, the pitch, or the swing.","No live batting action (pitch, swing, contact) is visible in the clip; it only shows the result of the play."
1131,audit_checkpoint_001,77,Codex_Workstation,F_1244,dataset/fly_ball/Codex_Workstation/F_1244,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,True,True,,,,,,,needs_source_recut_no_visual_contact,"The clip begins with the ball already in flight toward center field; no batter, pitch arrival, swing, or immediate contact is visible. The sequence shows an outfielder tracking and diving to catch the ball, followed by a pitcher reaction shot.",No live bat-ball contact visible; only post-contact ball flight and catch are shown.
1130,audit_checkpoint_001,78,Codex_Workstation,F_1243,dataset/fly_ball/Codex_Workstation/F_1243,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip begins with an outfielder catching a fly ball and immediately throwing to the infield. The batter, pitch delivery, swing, and bat-ball contact are not visible at any point in the video.",No batting action is visible; the clip starts after the ball has been hit and is in flight.
1129,audit_checkpoint_001,79,Codex_Workstation,F_1242,dataset/fly_ball/Codex_Workstation/F_1242,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,0.0,0.0,6.5,True,True,1,2.027,0.62480781,3.006,1.977,2.077,candidate_bound_pending_second_review,"A batter (Pasquantino) is shown at the plate in a live game sequence. The pitch arrives and the batter swings, making contact with the ball around the 0:04 mark, followed by his follow-through.",
1128,audit_checkpoint_001,80,Codex_Workstation,F_1240,dataset/fly_ball/Codex_Workstation/F_1240,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,5.8,5.0,6.5,True,True,,,,,,,contact_visible_audio_unresolved,"A batter is visible at the plate starting at 0:05. The pitcher delivers, and the batter swings, making contact with the ball around 0:05-0:06.",
1127,audit_checkpoint_001,81,Codex_Workstation,F_1239,dataset/fly_ball/Codex_Workstation/F_1239,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,2.0,1.5,3.0,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:02, the batter swings and makes contact with the pitch. The ball is seen flying into the outfield immediately after.",
1126,audit_checkpoint_001,82,Codex_Workstation,F_1238,dataset/fly_ball/Codex_Workstation/F_1238,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_needs_recut,,,,False,False,,,,,,,needs_source_recut,"The video starts with a player walking on the field (0:00-0:01), then cuts to a wide shot of a play in progress where the ball is already hit and being fielded by an infielder (0:01 onwards). No batter, pitch, or swing is visible.","No live batting action (pitch, swing, contact) is visible in the clip; it shows only the aftermath of a hit."
1125,audit_checkpoint_001,83,Codex_Workstation,F_1237,dataset/fly_ball/Codex_Workstation/F_1237,3.555,3.655,needs_edit,source_recovery_required,qwen3.5-omni-plus,contact_context_ok,0.0,0.0,2.0,True,True,,,,,,,contact_visible_audio_unresolved,"The video shows a live sequence where the pitch arrives at home plate (0:00), the batter swings and makes contact with the ball (0:01), followed by the batter's follow-through and the ball leaving the frame.",
1124,audit_checkpoint_001,84,Codex_Workstation,F_1235,dataset/fly_ball/Codex_Workstation/F_1235,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins after the ball has already been hit. It shows the ball in flight near the foul pole, a player walking in the dugout, and the batter running the bases. There is no footage of the pitch, swing, or bat-ball contact.","The clip only contains post-contact footage (ball flight, base running). The actual batting action where the pitch arrives and the batter swings is not visible."
1123,audit_checkpoint_001,85,Codex_Workstation,F_1234,dataset/fly_ball/Codex_Workstation/F_1234,1.950,2.050,needs_edit,audio_candidate_review,qwen3.5-omni-plus,contact_context_ok,0.9,0.5,1.5,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00, the pitcher delivers the ball. At approximately 00:00.9, the batter swings and makes contact with the pitch. The ball is immediately seen flying into the outfield as the batter runs towards first base.",
1122,audit_checkpoint_001,86,Codex_Workstation,F_1233,dataset/fly_ball/Codex_Workstation/F_1233,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins after the ball has been hit. It shows an outfielder chasing a ball that is already in flight (00:00-00:03), followed by a runner rounding the bases (00:04-00:05). There is no visual of the batter, the pitch, or the swing.",No live batting action is visible in the clip; it only shows the aftermath of the play.
1121,audit_checkpoint_001,87,Codex_Workstation,F_1232,dataset/fly_ball/Codex_Workstation/F_1232,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with the ball already in flight toward left field; no batter, pitch delivery, or swing is visible. The clip shows only the outfielder running, catching the ball near the wall, and the immediate aftermath.","No live batting action (pitch arrival, swing, or contact) is visible in the clip."
1120,audit_checkpoint_001,88,Codex_Workstation,F_1231,dataset/fly_ball/Codex_Workstation/F_1231,0.990,1.090,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,1.0,0.0,3.0,True,True,1,1.072,0.99999293,14.637,1.022,1.122,candidate_bound_pending_second_review,Pitcher winds up and delivers the ball (0:00-0:01). Batter swings and makes contact with the ball at approximately 0:01. The camera immediately cuts to follow the ball's flight into the outfield.,
1119,audit_checkpoint_001,89,Codex_Workstation,F_1230,dataset/fly_ball/Codex_Workstation/F_1230,0.970,1.070,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,1.0,0.0,2.0,True,True,1,1.058,0.99991316,7.336,1.008,1.108,candidate_bound_pending_second_review,Pitcher delivers pitch at 0:00. Batter swings and makes contact with the ball at approximately 0:01. Ball is seen flying into the outfield.,
1118,audit_checkpoint_001,90,Codex_Workstation,F_1229,dataset/fly_ball/Codex_Workstation/F_1229,1.170,1.270,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,0.8,0.5,1.2,True,True,,,,,,,contact_visible_audio_unresolved,"A batter swings and makes contact with the ball at approximately 00:00:00.8, followed by a fielder catching the ball.",
1117,audit_checkpoint_001,91,Codex_Workstation,F_1228,dataset/fly_ball/Codex_Workstation/F_1228,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with the ball already in play on the ground. A batter is running towards first base, and a fielder is fielding the ball. The pitch, swing, and contact moment are not visible.",No live bat-ball contact is visible; the clip starts after the ball has been hit.
1116,audit_checkpoint_001,92,Codex_Workstation,F_1227,dataset/fly_ball/Codex_Workstation/F_1227,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip opens with the baseball already in flight in the outfield. The view shows an outfielder running and making a sliding catch. No batter, pitcher, or swing is visible at any point.","No live batting action (pitch, swing, contact) is visible in the video."
1115,audit_checkpoint_001,93,Codex_Workstation,F_1226,dataset/fly_ball/Codex_Workstation/F_1226,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,contact_context_ok,0.2,0.0,1.0,True,True,13,0.377,0.81153601,2.946,0.327,0.427,candidate_bound_pending_second_review,"At 0:00–0:01, a live pitch arrives and the batter swings; bat-ball contact is implied by immediate ball flight toward center field followed by an outfielder diving catch sequence.",
1114,audit_checkpoint_001,94,Codex_Workstation,F_1225,dataset/fly_ball/Codex_Workstation/F_1225,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video starts with the ball already in flight over the outfield wall (00:00), followed by shots of the batter running the bases and crossing home plate. No footage of the pitch, swing, or bat-ball contact is shown.",No live batting action is visible; the clip only shows the aftermath of a home run.
1113,audit_checkpoint_001,95,Codex_Workstation,F_1224,dataset/fly_ball/Codex_Workstation/F_1224,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins after the ball has been hit. It shows only the outfielder chasing the ball in foul territory and the runner on base; there is no visible batter, pitch arrival, swing, or contact event.",No live bat-ball contact is visible in the clip.
1112,audit_checkpoint_001,96,Codex_Workstation,F_1223,dataset/fly_ball/Codex_Workstation/F_1223,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,0.8,0.0,2.0,True,True,,,,,,,contact_visible_audio_unresolved,"Pitcher delivers the ball, batter swings and makes contact with the ball at approximately 0:01, followed by the ball flying into the outfield.",
1111,audit_checkpoint_001,97,Codex_Workstation,F_1222,dataset/fly_ball/Codex_Workstation/F_1222,1.150,1.250,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,1.0,0.5,2.0,True,True,1,1.227,0.9987432,6.647,1.177,1.277,candidate_bound_pending_second_review,"Pitcher delivers the ball (0:00-0:01), batter swings and makes contact (0:01), ball flies into the outfield (0:02+).",
1110,audit_checkpoint_001,98,Codex_Workstation,F_1221,dataset/fly_ball/Codex_Workstation/F_1221,1.210,1.310,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,0.9,0.5,1.5,True,True,1,1.288,0.99999866,15.446,1.238,1.338,candidate_bound_pending_second_review,"Pitcher delivers the ball (0:00-0:01), batter swings and makes contact (0:01), followed by a cut to the ball flying into the outfield (0:02).",
1109,audit_checkpoint_001,99,Codex_Workstation,F_1220,dataset/fly_ball/Codex_Workstation/F_1220,3.860,3.960,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The clip begins with the ball already in flight towards the outfield; no batter, pitch delivery, or swing is visible.","No live batting action is visible. The video starts after contact has occurred, showing only the ball's flight and the subsequent catch."
1108,audit_checkpoint_001,100,Codex_Workstation,F_1219,dataset/fly_ball/Codex_Workstation/F_1219,3.456,3.556,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video begins with the baseball already in flight towards the outfield. An outfielder is seen running back to catch the ball near the wall. There is no visual of a batter, pitcher, or the moment of bat-ball contact.","No live batting action (pitch arrival, swing, contact) is visible in the clip; the footage starts after the ball has been hit."
1107,audit_checkpoint_001,101,Codex_Workstation,F_1218,dataset/fly_ball/Codex_Workstation/F_1218,4.096,4.196,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows an outfielder making a catch at the wall (0:00-0:04) and then cuts to a batter on base celebrating (0:05-0:06). There is no visible pitching, swinging, or bat-ball contact in the clip.",No live batting action is visible; the clip only shows the result of the play.
1106,audit_checkpoint_001,102,Codex_Workstation,F_1217,dataset/fly_ball/Codex_Workstation/F_1217,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,0.6,0.0,2.0,True,True,13,0.127,0.99997379,8.06,0.077,0.177,candidate_bound_pending_second_review,"At 00:00, the pitcher delivers the ball. At approximately 00:01, the batter swings and makes contact with the ball, which is then seen flying into the outfield as the batter begins running.",
1105,audit_checkpoint_001,103,Codex_Workstation,F_1216,dataset/fly_ball/Codex_Workstation/F_1216,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,1.2,0.5,3.0,True,True,1,2.023,0.99999953,17.947,1.973,2.073,candidate_bound_pending_second_review,"Pitcher winds up and throws (0:00-0:01). Batter swings and makes contact with the ball (0:01-0:02), sending it into play. Fielders react to the hit.",
1104,audit_checkpoint_001,104,Codex_Workstation,F_1214,dataset/fly_ball/Codex_Workstation/F_1214,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows the aftermath of a play at first base. A runner is seen on the ground at the base, an umpire signals 'out', and fielders react. There is no footage of a batter, a pitch, or a swing.","No live batting action (pitch, swing, contact) is visible in the clip."
1103,audit_checkpoint_001,105,Codex_Workstation,F_1213,dataset/fly_ball/Codex_Workstation/F_1213,2.973,3.073,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,1.8,0.5,3.5,True,True,15,1.913,1.0,14.168,1.863,1.963,candidate_bound_pending_second_review,Pitcher winds up and delivers pitch; batter swings and makes contact with the ball; camera follows the ball as it is fielded by the first baseman.,
1102,audit_checkpoint_001,106,Codex_Workstation,F_1212,dataset/fly_ball/Codex_Workstation/F_1212,1.690,1.790,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,1.5,0.8,2.5,True,True,1,1.768,0.99999363,10.123,1.718,1.818,candidate_bound_pending_second_review,"The video shows a pitcher delivering the ball and the batter swinging, making contact with the ball at approximately 00:01.5. The ball is then seen flying towards the infield where it is caught by a fielder.",
1101,audit_checkpoint_001,107,Codex_Workstation,F_1211,dataset/fly_ball/Codex_Workstation/F_1211,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_needs_recut,,,,True,True,,,,,,,needs_source_recut,"No batter or pitch/swing visible. The clip begins with the ball already in flight toward an infielder (0:00), followed by a fielded ground ball and throw to first (0:01–0:02). No live bat-ball contact is shown.",Candidate hit sound present but no visible batting action; visual evidence limited to ball in flight and fielding.
1100,audit_checkpoint_001,108,Codex_Workstation,F_1210,dataset/fly_ball/Codex_Workstation/F_1210,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows the aftermath of a play: an infielder fields a ball and throws to first base (00:00-00:02), followed by players celebrating in the dugout (00:03-00:06). There is no visible batter, pitch, or swing.",No live batting action is visible. The clip only shows the result of a previous play.
1099,audit_checkpoint_001,109,Codex_Workstation,F_1209,dataset/fly_ball/Codex_Workstation/F_1209,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,2.4,2.0,3.0,True,True,,,,,,,contact_visible_audio_unresolved,"The video starts with a highlight of a diving catch (00:00-00:01). At 00:02, the scene cuts to a live pitch view from behind the pitcher. The batter swings and makes contact with the ball at approximately 00:02.4. The subsequent shots show the ball in flight and the fielder making the catch seen in the intro.",
1098,audit_checkpoint_001,110,Codex_Workstation,F_1208,dataset/fly_ball/Codex_Workstation/F_1208,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows only the aftermath of a batted ball: outfielders running to track and catch a fly ball in the outfield. There is no visible batter, pitch, or swing.",No live batting action is visible in the clip; it only shows the fielders reacting to a ball already in play.
1097,audit_checkpoint_001,111,Codex_Workstation,F_1207,dataset/fly_ball/Codex_Workstation/F_1207,1.750,1.850,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,2.0,1.5,3.0,True,True,1,1.832,0.99980609,7.825,1.782,1.882,candidate_bound_pending_second_review,Pitcher winds up and delivers pitch (0:00-0:01). Batter swings and makes contact with the ball (0:01-0:02). Ball is seen flying into the outfield and batter runs towards first base (0:02-0:06).,
1096,audit_checkpoint_001,112,Codex_Workstation,F_1206,dataset/fly_ball/Codex_Workstation/F_1206,1.950,2.050,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,2.1,0.0,4.0,True,True,1,2.023,0.99962134,10.323,1.973,2.073,candidate_bound_pending_second_review,Pitcher winds up and delivers pitch (0:00-0:02). Batter swings and makes contact with the ball at approx 0:02. Ball is seen flying into the outfield (0:03+).,
1095,audit_checkpoint_001,113,Codex_Workstation,F_1205,dataset/fly_ball/Codex_Workstation/F_1205,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,2.0,1.5,3.0,True,True,1,2.023,0.99998702,13.301,1.973,2.073,candidate_bound_pending_second_review,Pitcher delivers the ball at 00:01. Batter swings and makes contact with the ball around 00:02. The camera cuts to a high angle showing the ball in play.,
1094,audit_checkpoint_001,114,Codex_Workstation,F_1204,dataset/fly_ball/Codex_Workstation/F_1204,1.070,1.170,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,1.0,0.5,2.0,True,True,1,1.138,0.99999067,14.954,1.088,1.188,candidate_bound_pending_second_review,The video shows a live pitch being thrown to the batter (00:00-00:01). The batter swings and makes contact with the ball at approximately 00:01. A sharp crack of the bat is heard simultaneously. The ball is then seen in play on the field.,
1093,audit_checkpoint_001,115,Codex_Workstation,F_1203,dataset/fly_ball/Codex_Workstation/F_1203,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows a baseball landing in the stands and being caught by fans, followed by shots of players in the dugout. No batter, pitch delivery, or swing is visible.",No live batting action is visible in the clip.
1092,audit_checkpoint_001,116,Codex_Workstation,F_1202,dataset/fly_ball/Codex_Workstation/F_1202,6.316,6.416,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows three outfielders running and colliding while attempting to catch a fly ball. There is no visible batter, pitch, or swing.",No live batting action is visible in the clip; the footage only shows the defensive play in the outfield.
1091,audit_checkpoint_001,117,Codex_Workstation,F_1201,dataset/fly_ball/Codex_Workstation/F_1201,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video starts with a runner sliding into third base and a fielder making a tag. There is no batter, pitch, or swing visible in the clip.",No batting action is visible in the video.
1090,audit_checkpoint_001,118,Codex_Workstation,F_1200,dataset/fly_ball/Codex_Workstation/F_1200,5.717,5.817,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,The clip begins with a batter running the bases (aftermath) and then cuts to the pitcher on the mound. There is no footage of a pitch being thrown or a batter swinging.,No live batting action is visible in the clip. The video only shows the aftermath of a play.
1089,audit_checkpoint_001,119,Codex_Workstation,F_1199,dataset/fly_ball/Codex_Workstation/F_1199,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_needs_recut,,,,False,False,,,,,,,needs_source_recut,No batter or pitch visible. The clip begins with the ball already in flight toward the outfield; only an outfielder running back and making a catch is shown.,"No visible batting action (pitch arrival, swing, or follow-through) to pair with any contact sound."
1088,audit_checkpoint_001,120,Codex_Workstation,F_1198,dataset/fly_ball/Codex_Workstation/F_1198,1.130,1.230,needs_edit,clip_too_short,qwen3.5-omni-plus,contact_context_ok,0.8,0.0,2.5,True,True,1,1.202,0.99999999,23.865,1.152,1.252,candidate_bound_pending_second_review,Pitcher winds up and throws (0:00-0:01). Batter swings and makes contact with the ball (0:01). Ball is seen flying into the outfield while batter runs (0:02-0:06).,
1087,audit_checkpoint_001,121,Codex_Workstation,F_1197,dataset/fly_ball/Codex_Workstation/F_1197,3.877,3.977,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,contact_context_ok,0.8,0.5,1.2,True,True,18,0.728,0.99973778,13.342,0.678,0.778,candidate_bound_pending_second_review,"A batter is visible at the plate. The pitcher delivers the ball, the batter swings and makes contact around 0:01, followed immediately by a cut to the outfielder fielding the batted ball.",
1086,audit_checkpoint_001,122,Codex_Workstation,F_1196,dataset/fly_ball/Codex_Workstation/F_1196,1.710,1.810,direct_use_candidate,audio_and_context_pass,qwen3.5-omni-plus,contact_context_ok,1.5,0.8,2.5,True,True,1,1.798,0.99998065,14.079,1.748,1.848,candidate_bound_pending_second_review,"The video begins with a live view of the pitcher delivering the ball and the batter at home plate. At approximately 0:01-0:02, the batter swings and makes contact with the pitch, immediately followed by the camera tracking the ball into the outfield.",
1085,audit_checkpoint_001,123,Codex_Workstation,F_1195,dataset/fly_ball/Codex_Workstation/F_1195,1.950,2.050,needs_edit,clip_too_short,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows a fielder making a catch near the wall (00:00-00:01), followed by a pitcher's reaction and a slow-motion replay of the catch. There is no footage of the batter, the pitch delivery, or the swing.",No live batting action is visible in the clip; it only shows the defensive result (catch) and replays.
1084,audit_checkpoint_001,124,Codex_Workstation,F_1194,dataset/fly_ball/Codex_Workstation/F_1194,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,contact_context_ok,0.1,0.0,0.5,True,True,,,,,,,contact_visible_audio_unresolved,"At 00:00–00:01, the pitcher delivers and the batter swings; immediate bat-ball contact is visible with ball departing toward the infield. The play continues in real time with a fielder making a diving stop and throw to first, confirming live action.",
1083,audit_checkpoint_001,125,Codex_Workstation,F_1193,dataset/fly_ball/Codex_Workstation/F_1193,3.341,3.441,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,no_live_contact,,,,False,False,,,,,,,needs_source_recut_no_visual_contact,"The video shows a close-up of a fielder (0:00-0:01), followed by a replay sequence (indicated by the score bug resetting) of the same fielder catching a fly ball (0:02-0:06). No batter, pitch, or swing is visible.",No live batting action is visible in the clip; it consists entirely of a fielder's reaction and a replay of a catch.
1082,audit_checkpoint_001,126,Codex_Workstation,F_1192,dataset/fly_ball/Codex_Workstation/F_1192,1.950,2.050,needs_edit,contact_timestamp_wrong,qwen3.5-omni-plus,contact_context_ok,0.3,0.0,1.5,True,True,,,,,,,contact_visible_audio_unresolved,"At 0:00, the pitcher delivers a pitch and the batter swings. At approximately 0:00.3, the bat connects with the ball (visible contact), followed immediately by the sound of the hit and the ball traveling into play.",
