dataset_path,sample_id,label,collector,verification_source,verification_detail,contact_time,timing_was_corrected,original_event_start,original_event_end,final_event_start,final_event_end
dataset/fly_ball/Codex_Workstation/F_0400,F_0400,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0401,F_0401,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0408,F_0408,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,0.790,0.890,0.790,0.890
dataset/fly_ball/Codex_Workstation/F_0410,F_0410,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.010,1.110,1.010,1.110
dataset/fly_ball/Codex_Workstation/F_0414,F_0414,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0416,F_0416,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.110,1.210,1.110,1.210
dataset/fly_ball/Codex_Workstation/F_0418,F_0418,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.610,1.710,1.610,1.710
dataset/fly_ball/Codex_Workstation/F_0426,F_0426,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.450,1.550,1.450,1.550
dataset/fly_ball/Codex_Workstation/F_0430,F_0430,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0434,F_0434,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,0.850,0.950,0.850,0.950
dataset/fly_ball/Codex_Workstation/F_0438,F_0438,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.730,1.830,1.730,1.830
dataset/fly_ball/Codex_Workstation/F_0440,F_0440,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0441,F_0441,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.870,1.970,1.870,1.970
dataset/fly_ball/Codex_Workstation/F_0442,F_0442,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0444,F_0444,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0445,F_0445,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0447,F_0447,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0452,F_0452,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0459,F_0459,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0467,F_0467,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0476,F_0476,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0479,F_0479,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.610,1.710,1.610,1.710
dataset/fly_ball/Codex_Workstation/F_0480,F_0480,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.570,1.670,1.570,1.670
dataset/fly_ball/Codex_Workstation/F_0483,F_0483,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0488,F_0488,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.010,1.110,1.010,1.110
dataset/fly_ball/Codex_Workstation/F_0489,F_0489,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.930,2.030,1.930,2.030
dataset/fly_ball/Codex_Workstation/F_0490,F_0490,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0493,F_0493,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0494,F_0494,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.730,1.830,1.730,1.830
dataset/fly_ball/Codex_Workstation/F_0496,F_0496,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.330,1.430,1.330,1.430
dataset/fly_ball/Codex_Workstation/F_0498,F_0498,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0499,F_0499,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.150,1.250,1.150,1.250
dataset/fly_ball/Codex_Workstation/F_0504,F_0504,fly_ball,Codex_Workstation,human_binary_review,305-507.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0508,F_0508,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.850,1.950,1.850,1.950
dataset/fly_ball/Codex_Workstation/F_0509,F_0509,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.470,1.570,1.470,1.570
dataset/fly_ball/Codex_Workstation/F_0515,F_0515,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0516,F_0516,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0520,F_0520,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0521,F_0521,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,0.510,0.610,0.510,0.610
dataset/fly_ball/Codex_Workstation/F_0527,F_0527,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.090,1.190,1.090,1.190
dataset/fly_ball/Codex_Workstation/F_0528,F_0528,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.630,1.730,1.630,1.730
dataset/fly_ball/Codex_Workstation/F_0529,F_0529,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,0.770,0.870,0.770,0.870
dataset/fly_ball/Codex_Workstation/F_0530,F_0530,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0533,F_0533,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.730,1.830,1.730,1.830
dataset/fly_ball/Codex_Workstation/F_0537,F_0537,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,0.970,1.070,0.970,1.070
dataset/fly_ball/Codex_Workstation/F_0542,F_0542,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.450,1.550,1.450,1.550
dataset/fly_ball/Codex_Workstation/F_0547,F_0547,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0548,F_0548,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.650,1.750,1.650,1.750
dataset/fly_ball/Codex_Workstation/F_0552,F_0552,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0557,F_0557,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0558,F_0558,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0561,F_0561,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0564,F_0564,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0568,F_0568,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,0.530,0.630,0.530,0.630
dataset/fly_ball/Codex_Workstation/F_0574,F_0574,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0575,F_0575,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0576,F_0576,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.590,1.690,1.590,1.690
dataset/fly_ball/Codex_Workstation/F_0577,F_0577,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0578,F_0578,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.290,1.390,1.290,1.390
dataset/fly_ball/Codex_Workstation/F_0581,F_0581,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.310,1.410,1.310,1.410
dataset/fly_ball/Codex_Workstation/F_0582,F_0582,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.690,1.790,1.690,1.790
dataset/fly_ball/Codex_Workstation/F_0583,F_0583,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,0.310,0.410,0.310,0.410
dataset/fly_ball/Codex_Workstation/F_0584,F_0584,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0587,F_0587,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.350,1.450,1.350,1.450
dataset/fly_ball/Codex_Workstation/F_0589,F_0589,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0593,F_0593,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0594,F_0594,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0595,F_0595,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0599,F_0599,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0611,F_0611,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0613,F_0613,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0614,F_0614,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0616,F_0616,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.310,1.410,1.310,1.410
dataset/fly_ball/Codex_Workstation/F_0622,F_0622,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.450,1.550,1.450,1.550
dataset/fly_ball/Codex_Workstation/F_0623,F_0623,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,0.890,0.990,0.890,0.990
dataset/fly_ball/Codex_Workstation/F_0624,F_0624,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.170,1.270,1.170,1.270
dataset/fly_ball/Codex_Workstation/F_0625,F_0625,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.390,1.490,1.390,1.490
dataset/fly_ball/Codex_Workstation/F_0627,F_0627,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0631,F_0631,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0633,F_0633,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0634,F_0634,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0638,F_0638,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.570,1.670,1.570,1.670
dataset/fly_ball/Codex_Workstation/F_0648,F_0648,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.570,1.670,1.570,1.670
dataset/fly_ball/Codex_Workstation/F_0650,F_0650,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0651,F_0651,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,2.290,2.390,2.290,2.390
dataset/fly_ball/Codex_Workstation/F_0657,F_0657,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0658,F_0658,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.490,1.590,1.490,1.590
dataset/fly_ball/Codex_Workstation/F_0659,F_0659,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.010,1.110,1.010,1.110
dataset/fly_ball/Codex_Workstation/F_0662,F_0662,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0664,F_0664,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0671,F_0671,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0676,F_0676,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0678,F_0678,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.930,2.030,1.930,2.030
dataset/fly_ball/Codex_Workstation/F_0679,F_0679,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.890,1.990,1.890,1.990
dataset/fly_ball/Codex_Workstation/F_0680,F_0680,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.810,1.910,1.810,1.910
dataset/fly_ball/Codex_Workstation/F_0681,F_0681,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0682,F_0682,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.050,1.150,1.050,1.150
dataset/fly_ball/Codex_Workstation/F_0683,F_0683,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0684,F_0684,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.190,1.290,1.190,1.290
dataset/fly_ball/Codex_Workstation/F_0685,F_0685,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0686,F_0686,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.870,1.970,1.870,1.970
dataset/fly_ball/Codex_Workstation/F_0688,F_0688,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0695,F_0695,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0706,F_0706,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,5.730,5.830,5.730,5.830
dataset/fly_ball/Codex_Workstation/F_0710,F_0710,fly_ball,Codex_Workstation,human_binary_review,508-710.xlsx: usable=1,,N,0.530,0.630,0.530,0.630
dataset/fly_ball/Codex_Workstation/F_0772,F_0772,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.5200,N,1.470,1.570,1.470,1.570
dataset/fly_ball/Codex_Workstation/F_0774,F_0774,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0786,F_0786,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.0000,N,0.950,1.050,0.950,1.050
dataset/fly_ball/Codex_Workstation/F_0789,F_0789,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.4600,N,1.410,1.510,1.410,1.510
dataset/fly_ball/Codex_Workstation/F_0799,F_0799,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,0.9800,N,0.930,1.030,0.930,1.030
dataset/fly_ball/Codex_Workstation/F_0826,F_0826,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0830,F_0830,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0848,F_0848,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0849,F_0849,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.9200,N,1.870,1.970,1.870,1.970
dataset/fly_ball/Codex_Workstation/F_0860,F_0860,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.1200,N,1.070,1.170,1.070,1.170
dataset/fly_ball/Codex_Workstation/F_0880,F_0880,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,0.7600,N,0.710,0.810,0.710,0.810
dataset/fly_ball/Codex_Workstation/F_0887,F_0887,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.0800,N,1.030,1.130,1.030,1.130
dataset/fly_ball/Codex_Workstation/F_0889,F_0889,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.5000,N,1.450,1.550,1.450,1.550
dataset/fly_ball/Codex_Workstation/F_0894,F_0894,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,0.9400,N,0.890,0.990,0.890,0.990
dataset/fly_ball/Codex_Workstation/F_0896,F_0896,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.1200,N,1.070,1.170,1.070,1.170
dataset/fly_ball/Codex_Workstation/F_0897,F_0897,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.9800,N,1.930,2.030,1.930,2.030
dataset/fly_ball/Codex_Workstation/F_0901,F_0901,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.8600,N,1.810,1.910,1.810,1.910
dataset/fly_ball/Codex_Workstation/F_0902,F_0902,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.8000,N,1.750,1.850,1.750,1.850
dataset/fly_ball/Codex_Workstation/F_0903,F_0903,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.8600,N,1.810,1.910,1.810,1.910
dataset/fly_ball/Codex_Workstation/F_0904,F_0904,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.9400,N,1.890,1.990,1.890,1.990
dataset/fly_ball/Codex_Workstation/F_0905,F_0905,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.9800,N,1.930,2.030,1.930,2.030
dataset/fly_ball/Codex_Workstation/F_0906,F_0906,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.3800,N,1.330,1.430,1.330,1.430
dataset/fly_ball/Codex_Workstation/F_0907,F_0907,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0910,F_0910,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0911,F_0911,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0912,F_0912,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.3800,N,1.330,1.430,1.330,1.430
dataset/fly_ball/Codex_Workstation/F_0913,F_0913,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.1600,N,1.110,1.210,1.110,1.210
dataset/fly_ball/Codex_Workstation/F_0920,F_0920,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.1400,N,1.090,1.190,1.090,1.190
dataset/fly_ball/Codex_Workstation/F_0921,F_0921,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.7200,N,1.670,1.770,1.670,1.770
dataset/fly_ball/Codex_Workstation/F_0925,F_0925,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.2600,N,1.210,1.310,1.210,1.310
dataset/fly_ball/Codex_Workstation/F_0928,F_0928,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0934,F_0934,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.2200,N,1.170,1.270,1.170,1.270
dataset/fly_ball/Codex_Workstation/F_0936,F_0936,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.2200,N,1.170,1.270,1.170,1.270
dataset/fly_ball/Codex_Workstation/F_0939,F_0939,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.0000,N,0.950,1.050,0.950,1.050
dataset/fly_ball/Codex_Workstation/F_0940,F_0940,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.3000,N,1.250,1.350,1.250,1.350
dataset/fly_ball/Codex_Workstation/F_0946,F_0946,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0949,F_0949,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0952,F_0952,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.0800,N,1.030,1.130,1.030,1.130
dataset/fly_ball/Codex_Workstation/F_0953,F_0953,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.1400,N,1.090,1.190,1.090,1.190
dataset/fly_ball/Codex_Workstation/F_0960,F_0960,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/fly_ball/Codex_Workstation/F_0962,F_0962,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0963,F_0963,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.7600,N,1.710,1.810,1.710,1.810
dataset/fly_ball/Codex_Workstation/F_0965,F_0965,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.7600,N,1.710,1.810,1.710,1.810
dataset/fly_ball/Codex_Workstation/F_0966,F_0966,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.7600,N,1.710,1.810,1.710,1.810
dataset/fly_ball/Codex_Workstation/F_0967,F_0967,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.7400,N,1.690,1.790,1.690,1.790
dataset/fly_ball/Codex_Workstation/F_0971,F_0971,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.0600,N,1.010,1.110,1.010,1.110
dataset/fly_ball/Codex_Workstation/F_0973,F_0973,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0974,F_0974,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.7200,N,1.670,1.770,1.670,1.770
dataset/fly_ball/Codex_Workstation/F_0975,F_0975,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.1400,N,1.090,1.190,1.090,1.190
dataset/fly_ball/Codex_Workstation/F_0982,F_0982,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
dataset/fly_ball/Codex_Workstation/F_0994,F_0994,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.8400,N,1.790,1.890,1.790,1.890
dataset/fly_ball/Codex_Workstation/F_0999,F_0999,fly_ball,Codex_Workstation,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.0200,N,1.970,2.070,1.970,2.070
